Name: “Table 1 of 1 on page 59 of 168”,Name: “Table 1 of 1 on page 59 of 168”,Name: “Table 1 of 1 on page 59 of 168”,Name: “Table 1 of 1 on page 59 of 168”,Name: “Table 1 of 1 on page 59 of 168”,Name: “Table 1 of 1 on page 59 of 168”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,
,,,,,P a g e | 57
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Suffolk,16,36,26,17,78
Surry,2,7,4,1,13
Sussex,13,15,17,11,45
Tazewell,36,11,16,19,63
Virginia Beach,101,105,102,110,308
Warren,6,11,17,9,34
Washington,18,20,22,14,60
Waynesboro,7,2,7,6,16
Westmoreland,13,10,11,6,34
Williamsburg,6,5,3,6,14
Winchester,15,2,4,10,21
Wise,31,28,15,22,74
Wythe,11,14,24,12,49
York,14,17,14,7,45
TOTAL IN STATE,2316,2334,2224,2105,6874
Out of State,29,52,46,52,179
Unknown,8,18,27,18,71
TOTAL,2353,2404,2297,2175,7124
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
