Name: “Table 1 of 1 on page 137 of 168”,Name: “Table 1 of 1 on page 137 of 168”,Name: “Table 1 of 1 on page 137 of 168”
Table: 137,Table: 137,Table: 137
,,
,,P a g e | 135
Class,Drug/Poison/Active Metabolite,Total
,FENTANYL,42
,HYDROCODONE,78
,HYDROMORPHONE,24
,METHADONE,136
,MORPHINE,185
,NORPROPOXYPHENE (Propoxyphene Metabolite),25
,OXYCODONE,139
,OXYMORPHONE,34
,PROPOXYPHENE,31
,Narcotic Total,801
Other,,
,ACETONE,5
,CARBOXYHEMOGLOBIN,12
,CHLOROETHANE,1
,DICYCLOMINE,4
,DIFLUOROETHANE,5
,ETHYLENE GLYCOL,3
,FLUCONAZOLE,1
,LIDOCAINE,5
,METOCLOPRAMIDE,2
,METRONIDAZOLE,1
,PHENCYCLIDINE,1
,TERBINAFINE,1
,Other Total,41
Sedative/Hypnotic,Sedative/Hypnotic,
,BUTALBITAL,5
,N-DESALKYFLURAZEPAM (Flurazepam Metabolite),2
,PENTOBARBITAL,1
,PROMETHAZINE,36
,SECOBARBITAL,1
,TEMAZEPAM,12
,ZOLPIDEM,23
,Sedative/Hypnotic Total,80
Stimulant,,
,AMPHETAMINE,3
,CAFFEINE,1
,COCAETHYLENE,27
,COCAINE,62
,METHAMPHETAMINE,5
,METHYLENEDIOXYMETHAMPHETAMINE - ECSTASY,3
,METHYLPHENIDATE,2
,PHENTERMINE,1
,Stimulant Total,104
Total,,2107
,*All drugs/poisons found in drug/poison deaths are reported regardless if they contributed to death.,
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
