Name: “Table 1 of 1 on page 142 of 168”,Name: “Table 1 of 1 on page 142 of 168”,Name: “Table 1 of 1 on page 142 of 168”,Name: “Table 1 of 1 on page 142 of 168”,Name: “Table 1 of 1 on page 142 of 168”,Name: “Table 1 of 1 on page 142 of 168”
Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142
,,,,,
,,,,,P a g e | 140
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate
Nelson,2,12.9,Russell,7,23.9
New Kent,0,0.0,Salem,4,15.7
Newport News,20,10.4,Scott,4,17.7
Norfolk,17,7.3,Shenandoah,4,9.7
Northampton,0,0.0,Smyth,5,15.8
Northumberland,0,0.0,Southampton,0,0.0
Norton,0,0.0,Spotsylvania,6,5.0
Nottoway,2,12.6,Stafford,12,9.7
Orange,1,3.0,Staunton,3,12.6
Page,4,16.6,Suffolk,3,3.6
Patrick,6,32.2,Surry,1,14.1
Petersburg,7,21.2,Sussex,3,24.8
Pittsylvania,2,3.3,Tazewell,13,28.9
Poquoson,0,0.0,Virginia Beach,38,8.8
Portsmouth,11,11.1,Warren,4,10.9
Powhatan,3,10.7,Washington,6,11.3
Prince Edward,0,0.0,Waynesboro,3,13.5
Prince George,5,13.5,Westmoreland,0,0.0
Prince William,31,8.2,Williamsburg,1,7.9
Pulaski,13,37.1,Winchester,3,11.4
Radford,5,30.9,Wise,9,21.5
Rappahannock,2,28.4,Wythe,6,20.8
Richmond City,32,15.7,York,1,1.6
Richmond,0,0.0,Total in State,685,8.7
Roanoke City,19,20.1,Out of State,26,ND*
Roanoke,6,6.6,Unknown,2,ND
Rockbridge,2,9.4,TOTAL,713,ND
Rockingham,3,4.0,*ND-No denominator,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
