Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”,Name: “Table 1 of 1 on page 41 of 168”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,
,,,,,,P a g e | 39
,"Table 10. Total Cases by Manner by City/County of Death, 2009","Table 10. Total Cases by Manner by City/County of Death, 2009","Table 10. Total Cases by Manner by City/County of Death, 2009","Table 10. Total Cases by Manner by City/County of Death, 2009","Table 10. Total Cases by Manner by City/County of Death, 2009",
,,,Manner of Death,Manner of Death,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Accomack,13,2,10,4,0,29
Albemarle,17,0,12,11,0,40
Alexandria,20,4,44,13,2,83
Alleghany,3,0,4,4,0,11
Amelia,6,0,3,3,0,12
Amherst,3,1,16,4,0,24
Appomattox,1,0,2,2,0,5
Arlington,32,2,44,9,0,87
Augusta,32,1,13,16,6,68
Bath,4,2,4,0,0,10
Bedford City,2,0,2,2,2,8
Bedford,19,0,6,12,2,39
Bland,4,1,0,3,0,8
Botetourt,6,0,5,4,0,15
Bristol,3,0,10,2,1,16
Brunswick,7,0,7,1,0,15
Buchanan,9,6,6,6,0,27
Buckingham,3,0,4,1,0,8
Buena Vista,1,0,1,1,0,3
Campbell,7,5,9,5,1,27
Caroline,7,0,8,3,0,18
Carroll,9,1,5,10,2,27
Charles City,5,0,4,2,0,11
Charlotte,4,1,3,3,0,11
Charlottesville,67,3,24,9,3,106
Chesapeake,46,10,36,21,1,114
Chesterfield,51,3,38,26,3,121
Clarke,5,1,5,3,0,14
Colonial Heights,2,0,3,1,0,6
Covington,1,0,1,0,0,2
Craig,4,0,2,4,0,10
Culpeper,12,0,13,11,0,36
Cumberland,0,2,0,2,0,4
Danville,24,10,26,8,1,69
Dickenson,5,1,5,8,0,19
Dinwiddie,7,0,4,1,0,12
Emporia,0,1,8,1,0,10
Essex,7,0,4,2,0,13
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
