Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”,Name: “Table 1 of 1 on page 44 of 168”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,
,,,,,,P a g e | 42
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Tazewell,20,5,20,12,0,57
Virginia Beach,99,15,74,59,4,251
Warren,9,1,10,5,1,26
Washington,14,1,18,13,0,46
Waynesboro,3,0,0,4,0,7
Westmoreland,3,0,7,2,0,12
Williamsburg,3,0,8,1,0,12
Winchester,37,0,24,6,0,67
Wise,19,2,16,4,1,42
Wythe,10,0,8,5,0,23
York,8,0,31,6,0,45
Total for In-State,2173,406,1905,974,140,5598
Out of State,2,4,1,0,2,9
Unknown,0,0,0,0,1,1
TOTAL,2175,410,1906,974,143,5608
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
