Name: “Table 1 of 1 on page 135 of 168”,Name: “Table 1 of 1 on page 135 of 168”,Name: “Table 1 of 1 on page 135 of 168”
Table: 135,Table: 135,Table: 135
,,
,,P a g e | 133
"Table 43. All Drugs/Poisons/Active Metabolites Present in Drug/Poison Deaths, 2009","Table 43. All Drugs/Poisons/Active Metabolites Present in Drug/Poison Deaths, 2009",
Class,Drug/Poison/Active Metabolite,Total
Alcohol,,
,ETHANOL,227
,ISOPROPANOL,3
,METHANOL,5
,Alcohol Total,235
Analgesic,,
,ACETAMINOPHEN,13
,ACETYL SALICYLIC ACID,5
,BUPRENORPHINE,2
,DEXTROMETHORPHAN,11
,IBUPROFEN,1
,NAPROXEN,1
,NORBUPRENORPHINE (Buprenorphine Metabolite),1
,TRAMADOL,30
,Analgesic Total,64
Anti-Anxiety,Anti-Anxiety,
,ALPRAZOLAM,127
,CHLORDIAZEPOXIDE,3
,DIAZEPAM,82
,LORAZEPAM,12
,MEPROBAMATE,19
,NORDIAZEPAM (Diazepam Metabolite),83
,OXAZEPAM,4
,Anti-Anxiety Total,330
Anti-Arrythmic/Anti-Hypertensive,Anti-Arrythmic/Anti-Hypertensive,
,DILTIAZEM,3
,METOPROLOL,1
,VERAPAMIL,5
,Anti-Arrythmic/Anti-Hypertensive Total,9
Anti-Convulsant,Anti-Convulsant,
,CARBAMAZEPINE,6
,CLONAZEPAM,1
,GABAPENTIN,1
,LAMOTRIGINE,12
,MIDAZOLAM,1
,OXCARBAZEPINE,2
,PHENOBARBITAL,3
,PHENYTOIN,2
,PRIMIDONE,1
,TOPIRAMATE,1
,VALPROIC ACID,2
,Anti-Convulsant Total,32
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
