Name: “Table 1 of 1 on page 114 of 168”,Name: “Table 1 of 1 on page 114 of 168”,Name: “Table 1 of 1 on page 114 of 168”,Name: “Table 1 of 1 on page 114 of 168”,Name: “Table 1 of 1 on page 114 of 168”
Table: 114,Table: 114,Table: 114,Table: 114,Table: 114
,,,,
,,,,P a g e | 112
,,,Ethanol,Ethanol
,Total,No,0.01-0.07%,≥0.08%
Method of Death,Cases,Ethanol,W/V,W/V
Recreational vehicle,1,1,0,0
Scooter,2,1,0,1
Sport utility vehicle,96,69,3,24
Tractor trailer,17,16,0,1
Trailer,1,1,0,0
Train,6,2,0,4
Truck other,13,11,2,0
Van,32,25,2,5
Unknown,8,7,1,0
Poisoned,,,,
Inhaled toxic agent (Carbon monoxide),7,6,0,1
Traumatic Injury,,,,0
Accidental discharge of firearm,10,9,1,0
Handgun,(3),(2),(1),(0)
Rifle,(3),(3),(0),(0)
Shotgun,(4),(4),(0),(0)
Accidental cut injury,3,3,0,0
Beatings/Blows,3,2,0,1
Falling object,26,25,0,1
Unknown/Other,,,,
Accidental - Unknown/Other,13,12,0,1
TOTAL,2175,1636,140,399
Virginia Department of Health,Office of the Chief Medical Examiner,,,February 2011
