Name: “Table 1 of 1 on page 66 of 168”,Name: “Table 1 of 1 on page 66 of 168”,Name: “Table 1 of 1 on page 66 of 168”,Name: “Table 1 of 1 on page 66 of 168”,Name: “Table 1 of 1 on page 66 of 168”,Name: “Table 1 of 1 on page 66 of 168”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,
,,,,,P a g e | 64
City/County of Residence,Total,Rate,City/County of Residence,Total,Rate
Nelson,3,19.4,Russell,7,23.9
New Kent,2,11.0,Salem,1,3.9
Newport News,16,8.3,Scott,3,13.3
Norfolk,23,9.9,Shenandoah,7,17.1
Northampton,0,0.0,Smyth,3,9.5
Northumberland,0,0.0,Southampton,3,16.2
Norton,0,0.0,Spotsylvania,9,7.4
Nottoway,4,25.1,Stafford,14,11.3
Orange,2,6.0,Staunton,6,25.1
Page,3,12.5,Suffolk,7,8.4
Patrick,4,21.5,Surry,4,56.4
Petersburg,3,9.1,Sussex,3,24.8
Pittsylvania,14,22.8,Tazewell,12,26.7
Poquoson,0,0.0,Virginia Beach,54,12.5
Portsmouth,12,12.1,Warren,6,16.3
Powhatan,2,7.2,Washington,12,22.6
Prince Edward,4,17.9,Waynesboro,2,9.0
Prince George,7,18.9,Westmoreland,0,0.0
Prince William,42,11.1,Williamsburg,1,7.9
Pulaski,7,20.0,Winchester,2,7.6
Radford,0,0.0,Wise,3,7.2
Rappahannock,2,28.4,Wythe,5,17.3
Richmond City,33,16.1,York,6,9.8
Richmond,0,0.0,TOTAL FOR STATE RESIDENTS,944,12.0
Roanoke City,14,14.8,Out of State,28,ND†
Roanoke,7,7.7,Unknown,2,ND
Rockbridge,3,14.1,TOTAL,974,ND
Rockingham,4,5.3,† ND- No Denominator,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
