Name: “Table 1 of 1 on page 136 of 168”,Name: “Table 1 of 1 on page 136 of 168”,Name: “Table 1 of 1 on page 136 of 168”
Table: 136,Table: 136,Table: 136
,,
,,P a g e | 134
Class,Drug/Poison/Active Metabolite,Total
Anti-Depressant,,
,AMITRIPTYLINE,34
,BUPROPION (WELLBUTRIN),16
,CITALOPRAM,54
,CLOMIPRAMINE,1
,DESIPRAMINE,1
,DOXEPIN,3
,DULOXETINE,1
,FLUOXETINE,34
,FLUVOXAMINE,3
,IMIPRAMINE,1
,MIRTAZAPINE,7
,NORFLUOXETINE (Fluoxetine Metabolite),5
,NORTRIPTYLENE (Triptylene Metabolite),32
,PAROXETINE,5
,SERTRALINE,18
,TRAZODONE,23
,VENLAFAXINE,18
,Anti-Depressant Total,256
Anti-Histamine,,
,CHLORPHENIRAMINE,9
,DIPHENHYDRAMINE,66
,DOXYLAMINE,12
,HYDROXYZINE,1
,ORPHENADRINE,1
,Anti-Histamine Total,89
Anti-Psychotic,,
,CHLORPROMAZINE,1
,CLOZAPINE,1
,LOXAPINE,1
,OLANZAPINE,2
,QUETIAPINE,18
,THIORIDAZINE,1
,Anti-Psychotic Total,24
Cannabinoids,,
,TETRAHYDROCANNABINOL CARBOXYLIC ACID,1
,Cannabinoids Total,1
Muscle Relaxant,,
,CARISOPRODOL,18
,CYCLOBENZAPRINE,21
,METAXALONE,2
,Muscle Relaxant Total,41
Narcotic,,
,ACETYLMORPHINE (Heroin Metabolite),49
,CODEINE,58
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
