Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”,Name: “Table 1 of 1 on page 42 of 168”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,
,,,,,,P a g e | 40
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Fairfax City,3,0,5,8,1,17
Fairfax,208,24,168,105,7,512
Falls Church,1,1,2,0,0,4
Fauquier,29,2,20,9,2,62
Floyd,6,1,5,3,1,16
Fluvanna,5,0,5,2,0,12
Franklin City,4,2,4,0,0,10
Franklin,20,4,7,7,2,40
Frederick,19,2,10,6,2,39
Fredericksburg,36,4,23,4,2,69
Galax,0,1,4,1,1,7
Giles,10,0,7,5,0,22
Gloucester,11,0,8,3,1,23
Goochland,10,0,4,2,0,16
Grayson,6,0,1,2,0,9
Greene,4,0,1,3,0,8
Greensville,4,4,5,2,0,15
Halifax,14,0,18,5,1,38
Hampton,20,7,49,13,5,94
Hanover,9,0,16,11,0,36
Harrisonburg,6,0,4,6,0,16
Henrico,53,7,48,37,5,150
Henry,17,5,15,12,1,50
Highland,1,0,0,0,0,1
Hopewell,6,2,10,4,0,22
Isle of Wight,7,1,7,3,0,18
James City,9,0,13,6,0,28
King and Queen,8,0,1,1,0,10
King George,7,1,6,3,0,17
King William,5,0,3,3,0,11
Lancaster,3,0,3,0,0,6
Lee,13,1,7,5,2,28
Lexington,1,0,0,0,0,1
Loudoun,19,3,28,24,3,77
Louisa,12,1,3,3,1,20
Lunenburg,3,1,0,1,2,7
Lynchburg,42,0,29,10,4,85
Madison,3,0,4,1,1,9
Manassas,14,2,10,5,1,32
Martinsville,10,0,8,2,3,23
Mathews,2,1,1,0,0,4
Mecklenburg,14,3,14,5,2,38
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
