Name: “Table 1 of 1 on page 141 of 168”,Name: “Table 1 of 1 on page 141 of 168”,Name: “Table 1 of 1 on page 141 of 168”,Name: “Table 1 of 1 on page 141 of 168”,Name: “Table 1 of 1 on page 141 of 168”,Name: “Table 1 of 1 on page 141 of 168”
Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141
,,,,,
,,,,,P a g e | 139
"Table 45. Drug/Poison Deaths by City/County of Residence, 2009","Table 45. Drug/Poison Deaths by City/County of Residence, 2009","Table 45. Drug/Poison Deaths by City/County of Residence, 2009","Table 45. Drug/Poison Deaths by City/County of Residence, 2009",,
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate
Accomack,2,5.2,Fauquier,8,11.8
Albemarle,6,6.3,Floyd,1,6.7
Alexandria,15,10.0,Fluvanna,1,3.9
Alleghany,1,6.2,Franklin City,1,11.3
Amelia,1,7.8,Franklin,7,13.5
Amherst,1,3.1,Frederick,9,12.0
Appomattox,1,6.9,Fredericksburg,1,4.3
Arlington,10,4.6,Galax,1,14.5
Augusta,16,22.2,Giles,2,11.5
Bath,0,0.0,Gloucester,4,10.2
Bedford City,0,0.0,Goochland,5,23.5
Bedford,4,6.0,Grayson,0,0.0
Bland,2,29.5,Greene,0,0.0
Botetourt,3,9.2,Greensville,0,0.0
Bristol,3,17.0,Halifax,3,8.5
Brunswick,0,0.0,Hampton,8,5.5
Buchanan,5,21.9,Hanover,3,3.0
Buckingham,1,6.2,Harrisonburg,2,4.4
Buena Vista,0,0.0,Henrico,29,9.8
Campbell,6,11.3,Henry,16,29.2
Caroline,2,7.2,Highland,0,0.0
Carroll,4,13.8,Hopewell,4,17.3
Charles City,1,13.9,Isle of Wight,3,8.4
Charlotte,2,16.6,James City,3,4.7
Charlottesville,4,9.5,King and Queen,2,29.4
Chesapeake,23,10.3,King George,3,12.7
Chesterfield,22,7.2,King William,4,24.7
Clarke,0,0.0,Lancaster,0,0.0
Colonial Heights,2,11.2,Lee,3,11.9
Covington,1,16.3,Lexington,1,14.5
Craig,1,20.1,Loudoun,9,3.0
Culpeper,4,8.6,Louisa,3,9.1
Cumberland,0,0.0,Lunenburg,0,0.0
Danville,5,11.3,Lynchburg,2,2.7
Dickenson,3,18.6,Madison,1,7.3
Dinwiddie,0,0.0,Manassas,3,8.2
Emporia,0,0.0,Martinsville,2,13.7
Essex,1,8.9,Mathews,1,11.1
Fairfax City,2,8.1,Mecklenburg,4,12.5
Fairfax,41,4.0,Middlesex,0,0.0
Falls Church,0,0.0,Montgomery,12,13.2
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
