Name: “Table 1 of 1 on page 110 of 168”,Name: “Table 1 of 1 on page 110 of 168”,Name: “Table 1 of 1 on page 110 of 168”,Name: “Table 1 of 1 on page 110 of 168”,Name: “Table 1 of 1 on page 110 of 168”,Name: “Table 1 of 1 on page 110 of 168”
Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110
,,,,,
,,,,,P a g e | 108
AIDS/HIV,,12,11,1,0
Sepsis,,15,15,0,0
Other Infectious Disease,,13,13,0,0
Metastatic Malignancy Unknown Primary,Metastatic Malignancy Unknown Primary,6,6,0,0
Chronic Alcoholism,,114,66,15,33
Chronic Drug Abuse,,5,5,0,0
Other Systemic Disease/Disorder,Other Systemic Disease/Disorder,26,23,3,0
Other Natural Diseases/Disorders,,21,21,0,0
Other Malignancy,,7,7,0,0
Other Natural Disease/Disorder,Other Natural Disease/Disorder,14,14,0,0
Natural Subtotal,,1906,1666,146,94
,,,,Ethanol,Ethanol
,,Total,No,0.01-0.07%,≥0.08%
,Unnatural Deaths,Cases,Ethanol,W/V,W/V
Asphyxia,,433,317,34,82
Choking (Aspiration: Food or Foreign Object),Choking (Aspiration: Food or Foreign Object),24,22,0,2
Drowning,,95,66,9,20
Hanging,,201,151,13,37
Mechanical,,21,13,1,7
Positional,,8,6,0,2
Strangulation/Neck Compression,Strangulation/Neck Compression,16,9,1,6
Suffocation/Smothering,,13,13,0,0
Oxygen Replacement/Displacement,Oxygen Replacement/Displacement,6,3,2,0
Helium,,11,8,2,1
Plastic Bag,,12,8,1,3
CO Poisoning (MV Exhaust),CO Poisoning (MV Exhaust),16,9,4,3
CO Poisoning (Other),,8,7,1,1
Other Asphyxia,,2,2,0,0
Electrocution,,8,4,3,1
High Voltage,,6,4,2,0
Low Voltage,,2,0,1,1
Exposure,,28,20,3,5
Hyperthermia,,5,5,0,0
Hypothermia,,23,15,3,5
Fire Injuries,,96,73,2,21
Thermal Burns,,21,20,1,0
Inhalation of Combustion Products,Inhalation of Combustion Products,20,14,0,6
Thermal Burns & Inhalation of Combustions,Thermal Burns & Inhalation of Combustions,,,,
Products,,55,39,1,15
Judicial Execution,,3,3,0,0
Lethal Injection,,2,2,0,0
Electrocution,,1,1,0,0
Gunshot Wound,,843,580,92,171
GSW to Head/Neck,,550,382,54,114
GSW to Chest,,137,98,15,24
GSW to Abdomen,,22,15,3,4
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
