Name: “Table 1 of 1 on page 144 of 168”,Name: “Table 1 of 1 on page 144 of 168”,Name: “Table 1 of 1 on page 144 of 168”
Table: 144,Table: 144,Table: 144
,,
,,P a g e | 142
"FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=325)","FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=325)",
Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at
"least 60.7 percent of all drug/poison deaths. Fentanyl, hydrocodone, methadone, and oxycodone (FHMO)","least 60.7 percent of all drug/poison deaths. Fentanyl, hydrocodone, methadone, and oxycodone (FHMO)","least 60.7 percent of all drug/poison deaths. Fentanyl, hydrocodone, methadone, and oxycodone (FHMO)"
were found to be partly or wholly responsible for 45.6 percent of drug only deaths. [NOTE: The FHMO tables,were found to be partly or wholly responsible for 45.6 percent of drug only deaths. [NOTE: The FHMO tables,were found to be partly or wholly responsible for 45.6 percent of drug only deaths. [NOTE: The FHMO tables
and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other
drugs/poisons may also have contributed to death.],drugs/poisons may also have contributed to death.],
,Ninety-three percent of FHMO deaths were white and 60.3 percent were male,
,Methadone was found in 138 or 42.5% of all FHMO deaths,
,The western portion of the state had 47.4% of all the FHMO cases,
,"Table 46. FHMO Combinations Causing Death, 2009",
,FHMO Combination,Total
,Oxycodone,95
,Methadone,116
,Fentanyl,27
,Hydrocodone,39
,Oxycodone & Methadone,13
,Oxycodone & Fentanyl,6
,Oxycodone & Hydrocodone,12
,Methadone & Fentanyl,2
,Methadone & Hydrocodone,5
,Fentanyl & Hydrocodone,8
,"Oxycodone, Methadone & Hydrocodone",2
,FHMO Subtotal,325
,Non-FHMO Drug/Poison Combinations,388
,Total,713
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
