Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”,Name: “Table 1 of 1 on page 127 of 168”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,
,,,,,,P a g e | 125
,,,,Ethanol Presence,,
Status of,,,No,0.01-0.07%,≥0.08%,
Decedent,Vehicle,,Ethanol,W/V,W/V,Total
,Train,,1,0,0,1
,,Subtotal,14,2,1,17
,Bus,,3,0,0,3
,Car,,30,2,16,48
,Construction equipment,Construction equipment,1,0,0,1
,Farm equipment,Farm equipment,2,0,0,2
,Multiple,,0,1,2,3
,Pickup truck,,7,0,2,9
,Recreational vehicle,Recreational vehicle,1,0,0,1
Pedestrian,Sport utility vehicle,Sport utility vehicle,16,0,1,17
,Tractor trailer,,6,0,1,7
,Trailer,,1,0,0,1
,Train,,7,0,5,12
,Truck other,,4,0,0,4
,Unknown,,2,0,0,2
,Van,,6,1,0,7
,,Subtotal,88,4,27,119
,Car,,1,0,2,3
Unknown Status,Unknown,,2,1,0,3
,,Subtotal,3,1,2,6
TOTAL,,,578,36,233,847
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
