Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”,Name: “Table 1 of 1 on page 43 of 168”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,
,,,,,,P a g e | 41
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Middlesex,6,0,2,6,0,14
Montgomery,22,8,31,5,2,68
Nelson,8,1,5,3,0,17
New Kent,6,1,0,3,0,10
Newport News,62,31,44,18,4,159
Norfolk,139,63,107,30,12,351
Northampton,7,0,10,0,1,18
Northumberland,2,0,2,0,0,4
Norton,3,0,1,1,0,5
Nottoway,7,0,4,3,2,16
Orange,6,0,3,2,1,12
Page,7,0,2,3,2,14
Patrick,7,0,7,4,0,18
Petersburg,12,11,28,3,2,56
Pittsylvania,16,2,18,11,0,47
Poquoson,2,0,2,0,0,4
Portsmouth,21,16,40,10,1,88
Powhatan,4,1,12,2,0,19
Prince Edward,13,7,11,5,0,36
Prince George,6,1,1,5,0,13
Prince William,45,9,42,38,5,139
Pulaski,12,1,8,6,3,30
Radford,4,0,1,0,1,6
Rappahannock,1,0,1,1,0,3
Richmond City,173,58,152,51,7,441
Richmond,2,0,1,0,0,3
Roanoke City,98,14,40,21,5,178
Roanoke,10,1,11,8,1,31
Rockbridge,8,0,14,4,1,27
Rockingham,7,2,8,4,0,21
Russell,11,1,10,8,1,31
Salem,11,0,4,0,1,16
Scott,9,0,5,4,3,21
Shenandoah,10,1,15,8,1,35
Smyth,7,0,12,3,2,24
Southampton,5,2,12,3,0,22
Spotsylvania,13,3,14,11,0,41
Stafford,17,4,12,13,1,47
Staunton,5,2,9,6,0,22
Suffolk,13,5,20,6,1,45
Surry,1,0,0,4,0,5
Sussex,8,0,1,4,0,13
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
