Name: “Table 1 of 1 on page 139 of 168”,Name: “Table 1 of 1 on page 139 of 168”,Name: “Table 1 of 1 on page 139 of 168”
Table: 139,Table: 139,Table: 139
,,
,,P a g e | 137
Class,Drug/Poison/Active Metabolite,Total
,DULOXETINE,1
,FLUOXETINE,23
,FLUVOXAMINE,1
,IMIPRAMINE,1
,MIRTAZAPINE,4
,NORFLUOXETINE (Fluoxetine Metabolite),4
,NORTRIPTYLENE (Triptylene Metabolite),21
,PAROXETINE,2
,SERTRALINE,12
,TRAZODONE,11
,VENLAFAXINE,10
,Anti-Depressant Total,161
Anti-Histamine,,
,CHLORPHENIRAMINE,7
,DIPHENHYDRAMINE,39
,DOXYLAMINE,7
,ORPHENADRINE,1
,Anti-Histamine Total,54
Anti-Psychotic,,
,CHLORPROMAZINE,1
,CLOZAPINE,1
,OLANZAPINE,2
,QUETIAPINE,11
,THIORIDAZINE,1
,Anti-Psychotic Total,16
Muscle Relaxant,,
,CARISOPRODOL,9
,CYCLOBENZAPRINE,18
,METAXALONE,2
,Muscle Relaxant Total,29
Narcotic,,
,ACETYLMORPHINE (Heroin Metabolite),24
,CODEINE,24
,FENTANYL,42
,HYDROCODONE,56
,HYDROMORPHONE,17
,METHADONE,131
,MORPHINE,175
,NORPROPOXYPHENE (Propoxyphene Metabolite),21
,OXYCODONE,121
,OXYMORPHONE,21
,PROPOXYPHENE,28
,Narcotic Total,660
Other,,
,ACETONE,2
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
