Name: “Table 1 of 1 on page 113 of 168”,Name: “Table 1 of 1 on page 113 of 168”,Name: “Table 1 of 1 on page 113 of 168”,Name: “Table 1 of 1 on page 113 of 168”,Name: “Table 1 of 1 on page 113 of 168”
Table: 113,Table: 113,Table: 113,Table: 113,Table: 113
,,,,
,,,,P a g e | 111
"Table 31. Accidental Deaths by Method of Death by Ethanol Level, 2009","Table 31. Accidental Deaths by Method of Death by Ethanol Level, 2009","Table 31. Accidental Deaths by Method of Death by Ethanol Level, 2009","Table 31. Accidental Deaths by Method of Death by Ethanol Level, 2009",
,,,Ethanol,Ethanol
,Total,No,0.01-0.07%,≥0.08%
Method of Death,Cases,Ethanol,W/V,W/V
Animal/Insect,,,,
"Animal/Insect related (bitten, stung, kicked)",7,6,0,1
Asphyxia,,,,
Choked on food/foreign object,24,22,0,2
Drowned,81,54,7,20
Hanging,8,7,0,1
Mechanical/Positional,12,10,0,2
Other,3,2,1,0
Strangled,2,2,0,0
Suffocation/Smothering,12,12,0,0
Drug Use,,,,
Ingested ethanol of other alcohol,27,1,0,26
"Ingested and/or injected illicit, prescription,",,,,
and/or other type of drug,527,374,78,75
Electrical,,,,
Contacted electrical current,7,4,3,0
Exposure,,,,
Exposed to cold,23,15,3,5
Exposed to heat,4,4,0,0
Fall/Jump,,,,
Fall from any height,467,444,7,16
Jump from any height,3,2,0,1
Fire,,,,
Inhalation of Combustion Products,17,12,0,5
Steam/Scald,2,2,0,0
Thermal Burns,18,17,1,0
Thermal Burns & Inhalation of Combustion,,,,
Products,40,28,1,11
Motor Vehicle,,,,
Aircraft,6,6,0,0
All terrain vehicle,16,8,1,7
Bicycle,14,11,0,3
Boat,1,0,0,1
Bus,4,3,0,1
Car,420,281,18,121
Construction equipment,5,4,0,1
Farm equipment,9,8,0,1
Mo-ped,7,3,0,4
Motorcycle,72,41,6,25
Multiple vehicles,3,0,1,2
Pickup truck,96,63,4,29
Virginia Department of Health,Office of the Chief Medical Examiner,,,February 2011
