Name: “Table 1 of 1 on page 70 of 168”,Name: “Table 1 of 1 on page 70 of 168”,Name: “Table 1 of 1 on page 70 of 168”,Name: “Table 1 of 1 on page 70 of 168”,Name: “Table 1 of 1 on page 70 of 168”,Name: “Table 1 of 1 on page 70 of 168”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,
,,,,,P a g e | 68
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Nelson,2,1,3,4,10
New Kent,3,3,2,3,11
Newport News,11,15,18,14,58
Norfolk,27,34,29,22,112
Northampton,0,4,1,0,5
Northumberland,1,3,2,0,6
Norton,0,0,2,1,3
Nottoway,1,0,4,4,9
Orange,6,4,5,2,17
Page,6,5,7,3,21
Patrick,3,4,4,4,15
Petersburg,1,4,7,3,15
Pittsylvania,13,9,6,13,41
Poquoson,1,1,1,0,3
Portsmouth,8,14,10,11,43
Powhatan,5,2,4,2,13
Prince Edward,3,3,1,5,12
Prince George,6,7,7,7,27
Prince William,32,29,35,41,137
Pulaski,11,10,2,6,29
Radford,1,0,2,0,3
Rappahannock,0,4,3,1,8
Richmond City,32,25,22,35,114
Richmond,1,1,4,0,6
Roanoke City,10,15,19,13,57
Roanoke,11,7,19,9,46
Rockbridge,5,4,6,5,20
Rockingham,9,10,9,4,32
Russell,5,4,10,7,26
Salem,4,7,5,0,16
Scott,3,12,5,4,24
Shenandoah,7,5,8,8,28
Smyth,3,11,5,3,22
Southampton,4,1,4,3,12
Spotsylvania,13,18,17,10,58
Stafford,6,14,15,15,50
Staunton,4,7,1,6,18
Suffolk,11,1,10,6,28
Surry,0,1,0,4,5
Sussex,1,2,1,4,8
Tazewell,11,4,4,12,31
Virginia Beach,61,50,45,60,216
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
