Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”,Name: “Table 1 of 1 on page 126 of 168”
Table: 126,Table: 126,Table: 126,Table: 126,Table: 126,Table: 126,Table: 126
,,,,,,
,,,,,,P a g e | 124
"Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009","Table 37. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2009"
,,,,Ethanol Presence,,
Status of,,,No,0.01-0.07%,≥0.08%,
Decedent,Vehicle,,Ethanol,W/V,W/V,Total
,Aircraft,,3,0,0,3
,All terrain vehicle,,8,1,7,16
,Bicycle,,11,0,3,14
,Boat,,0,0,1,1
,Car,,178,12,85,275
,Construction equipment,Construction equipment,3,0,1,4
,Farm equipment,,6,0,1,7
,Mo-ped,,3,0,4,7
Driver,Motorcycle,,41,5,24,70
,Pickup truck,,48,2,24,74
,Scooter,,1,0,1,2
,Sport utility vehicle,,32,2,22,56
,Tractor trailer,,10,0,0,10
,Truck other,,6,0,2,8
,Unknown,,2,0,0,2
,Van,,13,1,4,18
,,Subtotal,365,23,179,567
,Car,,46,2,15,63
,Pickup truck,,6,1,3,10
,Sport utility vehicle,,5,0,1,6
Passenger-Front,Truck other,,2,0,0,2
,Unknown,,1,0,0,1
,Van,,5,0,0,5
,,Subtotal,65,3,19,87
,Car,,23,1,3,27
,Motorcycle,,1,1,1,3
Passenger-Rear,Sport utility vehicle,,8,1,0,9
,Van,,1,0,1,2
,,Subtotal,33,3,5,41
,Car,,2,0,0,2
,Pickup truck,,1,0,0,1
,Sport utility vehicle,,4,0,0,4
Passenger-Cargo,,,,,,
,Truck other,,2,0,0,2
,Van,,1,0,0,1
,,Subtotal,10,0,0,10
,Aircraft,,3,0,0,3
,Bus,,0,0,1,1
Passenger-Other,Car,,4,1,0,5
,Pickup truck,,2,1,0,3
,Sport utility vehicle,,4,0,0,4
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
