Name: “Table 1 of 1 on page 120 of 168”,Name: “Table 1 of 1 on page 120 of 168”,Name: “Table 1 of 1 on page 120 of 168”,Name: “Table 1 of 1 on page 120 of 168”,Name: “Table 1 of 1 on page 120 of 168”,Name: “Table 1 of 1 on page 120 of 168”
Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120
,,,,,
,,,,,P a g e | 118
"Table 34. Undetermined Deaths by Cause of Death by Ethanol Level, 2009","Table 34. Undetermined Deaths by Cause of Death by Ethanol Level, 2009","Table 34. Undetermined Deaths by Cause of Death by Ethanol Level, 2009","Table 34. Undetermined Deaths by Cause of Death by Ethanol Level, 2009","Table 34. Undetermined Deaths by Cause of Death by Ethanol Level, 2009",
,,,,Ethanol,Ethanol
,,Total,No,0.01-0.07%,≥0.08%
,,Cases,Ethanol,W/V,W/V
Undetermined Manner & Cause of Death,Undetermined Manner & Cause of Death,,,,
Undetermined after autopsy and/or toxicology,Undetermined after autopsy and/or toxicology,100,96,2,2
Subtotal for Undetermined Manner & Cause of Death,Subtotal for Undetermined Manner & Cause of Death,100,96,2,2
Undetermined Manner but Cause of Death Determined,Undetermined Manner but Cause of Death Determined,,,,
Asphyxia,,,,,
Drowning,,3,1,1,1
Hanging,,3,1,0,2
Drug Use,,,,,
Ingested ethanol or other alcohol,Ingested ethanol or other alcohol,1,0,0,1
"Ingested and/or injected illicit, prescription, and/or","Ingested and/or injected illicit, prescription, and/or",,,,
OTC medication,,14,11,1,2
Fire,,,,,
Thermal burns and/or inhalation of combustions,Thermal burns and/or inhalation of combustions,,,,
products,,5,5,0,0
Motor Vehicle,,,,,
Van,,1,1,0,0
Traumatic Injury,,,,,
Fall,,1,0,0,1
Gunshot Wound,,7,5,0,2
Handgun,,(3),(3),(0),(0)
Rifle,,(1),(0),(0),(1)
Shotgun,,(2),(1),(0),(1)
Unspecified firearm,Unspecified firearm,(1),(1),(0),(0)
Other Traumatic Causes,Other Traumatic Causes,8,3,1,2
Subtotal for Undetermined Manner but Cause of Death Determined,Subtotal for Undetermined Manner but Cause of Death Determined,43,27,3,13
Total,,143,123,5,15
Virginia Department of Health,Office of the Chief Medical Examiner,,,,February 2011
