Name: “Table 1 of 1 on page 80 of 168”,Name: “Table 1 of 1 on page 80 of 168”,Name: “Table 1 of 1 on page 80 of 168”,Name: “Table 1 of 1 on page 80 of 168”,Name: “Table 1 of 1 on page 80 of 168”,Name: “Table 1 of 1 on page 80 of 168”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,
,,,,,P a g e | 78
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Fairfax,29,16,25,19,89
Falls Church,0,0,0,0,0
Fauquier,2,4,1,3,10
Floyd,0,0,2,2,4
Fluvanna,0,0,1,0,1
Franklin City,0,0,0,2,2
Franklin,2,1,1,4,8
Frederick,7,0,2,2,11
Fredericksburg,0,2,2,1,5
Galax,1,1,0,1,3
Giles,1,0,0,0,1
Gloucester,0,1,1,0,2
Goochland,1,0,2,0,3
Grayson,0,1,7,0,8
Greene,0,1,0,0,1
Greensville,5,0,6,4,15
Halifax,1,3,4,0,8
Hampton,14,7,9,11,41
Hanover,2,0,1,0,3
Harrisonburg,4,0,1,0,5
Henrico,10,15,16,12,53
Henry,7,3,6,5,21
Highland,0,0,0,0,0
Hopewell,4,3,3,4,14
Isle of Wight,1,0,2,1,4
James City,1,1,1,1,4
King and Queen,0,0,0,0,0
King George,0,0,0,2,2
King William,0,2,0,0,2
Lancaster,2,0,1,0,3
Lee,0,1,2,1,4
Lexington,0,0,0,0,0
Loudoun,4,2,4,4,14
Louisa,0,4,1,1,6
Lunenburg,1,1,2,1,5
Lynchburg,2,1,4,0,7
Madison,0,0,1,0,1
Manassas,1,1,4,1,7
Martinsville,0,2,2,0,4
Mathews,0,0,0,1,1
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
