Name: “Table 1 of 1 on page 57 of 168”,Name: “Table 1 of 1 on page 57 of 168”,Name: “Table 1 of 1 on page 57 of 168”,Name: “Table 1 of 1 on page 57 of 168”,Name: “Table 1 of 1 on page 57 of 168”,Name: “Table 1 of 1 on page 57 of 168”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,
,,,,,P a g e | 55
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Fairfax,221,157,144,149,522
Falls Church,2,1,0,1,3
Fauquier,21,32,26,33,79
Floyd,13,10,5,8,28
Fluvanna,9,7,14,7,30
Franklin City,2,2,1,1,5
Franklin,27,22,23,26,72
Frederick,24,25,26,31,75
Fredericksburg,22,14,15,6,51
Galax,0,3,0,0,3
Giles,9,5,9,9,23
Gloucester,21,10,16,10,47
Goochland,6,15,10,14,31
Grayson,13,5,2,6,20
Greene,4,14,5,4,23
Greensville,10,3,2,5,15
Halifax,15,22,27,14,64
Hampton,31,28,28,25,87
Hanover,21,27,26,13,74
Harrisonburg,11,1,3,5,15
Henrico,89,66,76,73,231
Henry,34,15,34,22,83
Highland,1,2,2,2,5
Hopewell,5,8,6,7,19
Isle of Wight,16,16,15,12,47
James City,17,8,24,16,49
King and Queen,5,7,5,8,17
King George,5,7,8,10,20
King William,3,7,5,9,15
Lancaster,9,9,6,2,24
Lee,11,16,10,13,37
Lexington,3,2,1,2,6
Loudoun,23,37,27,29,87
Louisa,16,24,17,21,57
Lunenburg,6,11,9,5,26
Lynchburg,13,24,24,16,61
Madison,3,9,6,3,18
Manassas,8,8,6,12,22
Martinsville,8,3,8,6,19
Mathews,8,4,1,4,13
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
