Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”,Name: “Table 1 of 1 on page 145 of 168”
Table: 145,Table: 145,Table: 145,Table: 145,Table: 145,Table: 145,Table: 145
,,,,,,
,,,,,,P a g e | 143
,"Table 47. FHMO Combinations Causing Death by Race/Ethnicity, 2009","Table 47. FHMO Combinations Causing Death by Race/Ethnicity, 2009","Table 47. FHMO Combinations Causing Death by Race/Ethnicity, 2009","Table 47. FHMO Combinations Causing Death by Race/Ethnicity, 2009","Table 47. FHMO Combinations Causing Death by Race/Ethnicity, 2009",
,,,Race/Ethnicity,,,
FHMO Combination,Asian,Black,Hispanic,Other,White,Total
Oxycodone,0,7,1,1,86,95
Methadone,1,7,1,0,107,116
Fentanyl,0,2,0,0,25,27
Hydrocodone,1,0,0,0,38,39
Oxycodone & Methadone,0,0,1,0,12,13
Oxycodone & Fentanyl,0,0,0,0,6,6
Oxycodone & Hydrocodone,0,0,0,0,12,12
Methadone & Fentanyl,0,0,0,0,2,2
Methadone & Hydrocodone,0,1,0,0,4,5
Fentanyl & Hydrocodone,0,0,0,0,8,8
"Oxycodone, Methadone & Hydrocodone",0,0,0,0,2,2
Total,2,17,3,1,302,325
,"Table 48. FHMO Combinations Causing Death by OCME District, 2009","Table 48. FHMO Combinations Causing Death by OCME District, 2009","Table 48. FHMO Combinations Causing Death by OCME District, 2009","Table 48. FHMO Combinations Causing Death by OCME District, 2009","Table 48. FHMO Combinations Causing Death by OCME District, 2009",
,,,District,District,,
FHMO Combination,Central,Central,Northern,Tidewater,Western,Total
Oxycodone,,19,25,15,36,95
Methadone,,31,12,15,58,116
Fentanyl,,6,3,4,14,27
Hydrocodone,,4,3,11,21,39
Oxycodone & Methadone,,1,4,2,6,13
Oxycodone & Fentanyl,,1,2,0,3,6
Oxycodone & Hydrocodone,,0,3,1,8,12
Methadone & Fentanyl,,0,0,0,2,2
Methadone & Hydrocodone,,1,1,1,2,5
Fentanyl & Hydrocodone,,2,2,1,3,8
"Oxycodone, Methadone & Hydrocodone",,0,1,0,1,2
Total,,65,56,50,154,325
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
