Name: “Table 1 of 1 on page 138 of 168”,Name: “Table 1 of 1 on page 138 of 168”,Name: “Table 1 of 1 on page 138 of 168”
Table: 138,Table: 138,Table: 138
,,
,,P a g e | 136
"Table 44. Drugs/Poison/Active Metabolites Causing Death in Drug/Poison Deaths, 2009","Table 44. Drugs/Poison/Active Metabolites Causing Death in Drug/Poison Deaths, 2009",
Class,Drug/Poison/Active Metabolite,Total
Alcohol,,
,ETHANOL,135
,ISOPROPANOL,3
,METHANOL,2
,Alcohol Total,140
Analgesic,,
,ACETAMINOPHEN,9
,ACETYL SALICYLIC ACID,4
,BUPRENORPHINE,2
,DEXTROMETHORPHAN,4
,NORBUPRENORPHINE (Buprenorphine Metabolite),1
,TRAMADOL,24
,Analgesic Total,44
Anti-Anxiety,,
,ALPRAZOLAM,90
,CHLORDIAZEPOXIDE,1
,DIAZEPAM,47
,LORAZEPAM,7
,MEPROBAMATE,10
,NORDIAZEPAM (Diazepam Metabolite),38
,OXAZEPAM,2
,Anti-Anxiety Total,195
Anti-Arrythmic/Anti-Hypertensive,Anti-Arrythmic/Anti-Hypertensive,
,DILTIAZEM,1
,METOPROLOL,1
,VERAPAMIL,5
,Anti-Arrythmic/Anti-Hypertensive Total,7
Anti-Convulsant,,
,CARBAMAZEPINE,3
,CLONAZEPAM,1
,GABAPENTIN,1
,LAMOTRIGINE,2
,OXCARBAZEPINE,1
,PHENOBARBITAL,1
,TOPIRAMATE,1
,Anti-Convulsant Total,10
Anti-Depressant,,
,AMITRIPTYLINE,25
,BUPROPION (WELLBUTRIN),9
,CITALOPRAM,34
,DESIPRAMINE,1
,DOXEPIN,2
Virginia Department of Health,Office of the Chief Medical Examiner,February 2011
