Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”,Name: “Table 1 of 1 on page 38 of 168”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,
,,,,,,P a g e | 36
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total
Mathews,4,1,3,0,0,8
Mecklenburg,16,1,10,5,1,33
Middlesex,6,0,2,5,0,13
Montgomery,24,7,29,5,2,67
Nelson,11,1,5,4,0,21
New Kent,8,1,2,3,0,14
Newport News,53,24,40,14,4,135
Norfolk,67,50,93,22,8,240
Northampton,9,0,6,0,0,15
Northumberland,4,0,2,0,0,6
Norton,1,0,2,1,0,4
Nottoway,14,1,7,4,2,28
Orange,10,1,3,2,1,17
Page,7,0,2,3,2,14
Patrick,8,0,6,4,0,18
Petersburg,14,11,18,3,2,48
Pittsylvania,29,4,24,13,1,71
Poquoson,3,0,2,0,0,5
Portsmouth,29,18,39,11,2,99
Powhatan,5,1,24,2,0,32
Prince Edward,14,7,9,5,0,35
Prince George,10,3,5,7,0,25
Prince William,64,11,46,41,3,165
Pulaski,15,1,8,6,3,33
Radford,3,0,1,0,1,5
Rappahannock,3,0,2,1,0,6
Richmond City,69,44,107,35,4,259
Richmond,2,0,4,0,0,6
Roanoke City,41,12,26,13,2,94
Roanoke,19,2,17,9,2,49
Rockbridge,13,0,14,5,1,33
Rockingham,16,1,8,4,0,29
Russell,11,1,10,7,1,30
Salem,8,1,3,0,1,13
Scott,9,0,5,4,3,21
Shenandoah,13,1,15,8,1,38
Smyth,7,1,12,3,2,25
Southampton,10,2,16,3,0,31
Spotsylvania,29,4,22,10,0,65
Stafford,24,6,13,15,1,59
Staunton,7,3,10,6,1,27
Suffolk,17,8,17,6,1,49
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
