Name: “Table 1 of 1 on page 81 of 168”,Name: “Table 1 of 1 on page 81 of 168”,Name: “Table 1 of 1 on page 81 of 168”,Name: “Table 1 of 1 on page 81 of 168”,Name: “Table 1 of 1 on page 81 of 168”,Name: “Table 1 of 1 on page 81 of 168”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,,
,,,,,P a g e | 79
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Mecklenburg,0,1,4,1,6
Middlesex,1,0,0,0,1
Montgomery,3,33,3,7,46
Nelson,0,1,0,1,2
New Kent,0,0,1,1,2
Newport News,20,30,16,24,90
Norfolk,34,53,29,50,166
Northampton,2,1,0,0,3
Northumberland,0,1,0,0,1
Norton,0,0,0,0,0
Nottoway,0,1,0,1,2
Orange,2,1,1,1,5
Page,1,0,0,0,1
Patrick,0,1,0,0,1
Petersburg,10,7,5,11,33
Pittsylvania,2,4,3,4,13
Poquoson,0,0,0,0,0
Portsmouth,18,17,16,18,69
Powhatan,0,0,4,1,5
Prince Edward,0,1,1,7,9
Prince George,0,0,1,3,4
Prince William,12,14,11,11,48
Pulaski,1,0,2,1,4
Radford,1,0,1,0,2
Rappahannock,1,0,0,0,1
Richmond City,85,61,39,44,229
Richmond,0,0,1,0,1
Roanoke City,13,8,13,12,46
Roanoke,1,2,1,2,6
Rockbridge,0,1,1,0,2
Rockingham,1,0,1,1,3
Russell,2,0,1,1,4
Salem,0,0,2,1,3
Scott,0,2,1,0,3
Shenandoah,0,0,0,1,1
Smyth,0,0,3,1,4
Southampton,1,3,0,2,6
Spotsylvania,4,4,0,4,12
Stafford,1,3,6,6,16
Staunton,0,0,2,3,5
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
