Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”,Name: “Table 1 of 1 on page 36 of 168”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,
,,,,,,P a g e | 34
"Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2009",
,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total
Accomack,19,2,14,4,1,40
Albemarle,25,1,15,13,1,55
Alexandria,22,5,41,14,1,83
Alleghany,5,0,4,4,0,13
Amelia,9,0,3,3,0,15
Amherst,9,0,28,7,1,45
Appomattox,4,0,1,3,0,8
Arlington,34,2,44,10,0,90
Augusta,33,2,13,16,4,68
Bath,4,2,4,0,0,10
Bedford City,4,0,3,2,1,10
Bedford,30,0,9,14,3,56
Bland,7,1,2,3,0,13
Botetourt,11,1,7,5,1,25
Bristol,3,0,10,2,1,16
Brunswick,8,1,15,1,1,26
Buchanan,11,6,8,7,0,32
Buckingham,3,0,6,1,0,10
Buena Vista,2,0,1,1,0,4
Campbell,12,5,9,6,1,33
Caroline,9,0,13,3,0,25
Carroll,11,1,6,10,2,30
Charles City,7,0,4,2,0,13
Charlotte,5,1,5,3,1,15
Charlottesville,16,0,13,4,2,35
Chesapeake,53,17,40,25,1,136
Chesterfield,68,4,42,32,3,149
Clarke,8,1,7,3,0,19
Colonial Heights,2,0,4,1,0,7
Covington,2,0,1,0,0,3
Craig,4,0,2,4,0,10
Culpeper,12,0,15,11,0,38
Cumberland,3,2,0,2,0,7
Danville,20,8,20,8,1,57
Dickenson,5,1,5,8,0,19
Dinwiddie,12,1,9,1,0,23
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
