Name: “Table 1 of 1 on page 68 of 168”,Name: “Table 1 of 1 on page 68 of 168”,Name: “Table 1 of 1 on page 68 of 168”,Name: “Table 1 of 1 on page 68 of 168”,Name: “Table 1 of 1 on page 68 of 168”,Name: “Table 1 of 1 on page 68 of 168”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,
,,,,,P a g e | 66
"Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2009","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2009","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2009","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2009","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2009",
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Accomack,4,2,1,4,11
Albemarle,2,6,8,13,29
Alexandria,12,11,13,14,50
Alleghany,3,2,0,4,9
Amelia,2,1,1,3,7
Amherst,4,6,6,7,23
Appomattox,2,0,0,3,5
Arlington,14,12,28,10,64
Augusta,12,11,13,16,52
Bath,1,0,1,0,2
Bedford City,1,1,1,2,5
Bedford,7,6,9,14,36
Bland,2,1,0,3,6
Botetourt,3,4,3,5,15
Bristol,4,4,1,2,11
Brunswick,2,2,1,1,6
Buchanan,5,6,7,7,25
Buckingham,3,3,5,1,12
Buena Vista,0,0,1,1,2
Campbell,6,3,7,6,22
Caroline,3,6,3,3,15
Carroll,6,8,6,10,30
Charles City,0,0,2,2,4
Charlotte,3,2,1,3,9
Charlottesville,11,7,5,4,27
Chesapeake,19,20,18,25,82
Chesterfield,29,25,32,32,118
Clarke,2,1,3,3,9
Colonial Heights,1,2,3,1,7
Covington,2,2,1,0,5
Craig,0,1,2,4,7
Culpeper,6,10,2,11,29
Cumberland,0,1,2,2,5
Danville,7,3,4,8,22
Dickenson,2,5,5,8,20
Dinwiddie,3,3,1,1,8
Emporia,3,0,2,1,6
Essex,0,1,3,2,6
Fairfax City,2,2,1,6,11
Fairfax,85,86,88,104,363
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
