Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”,Name: “Table 1 of 1 on page 64 of 168”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,
,,,,,,,,,P a g e | 62
,"Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009","Figure 27. Suicide Deaths by Month of Death, 2009",,
100,,,,,,,,,
,,93,,93,,,,,
,,,91,,,,,,
90,,,,,,,,,
,,,,,85,84,,,
,,,,,,,,81,
,79,,,,,,,,
80,,,77,,,,,76,
,74,,,,,,,,
,,,,,,,,,72
,,,,69,,,,,
70,,,,,,,,,
60,,,,,,,,,
50,,,,,,,,,
40,,,,,,,,,
30,,,,,,,,,
20,,,,,,,,,
10,,,,,,,,,
0,,,,,,,,,
,,"Figure 28. Suicide Deaths by Day of Death, 2009","Figure 28. Suicide Deaths by Day of Death, 2009","Figure 28. Suicide Deaths by Day of Death, 2009","Figure 28. Suicide Deaths by Day of Death, 2009","Figure 28. Suicide Deaths by Day of Death, 2009",,,
,,159,,,,,,,
160,,,,,,,,,
,,,146,,144,144,,,
,,,,142,,,,,
140,133,,,,,,,,
,,,,,,,,124,126
120,,,,,,,,,
100,,,,,,,,,
80,,,,,,,,,
60,,,,,,,,,
40,,,,,,,,,
20,,,,,,,,,
0,,,,,,,,,
,Sunday,Monday,Tuesday,Wednesday,Thursday,Thursday,Friday,,Saturday
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,,February 2011
