Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”,Name: “Table 1 of 1 on page 92 of 168”
Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92
,,,,,,,
,,,,,,,P a g e | 90
NATURAL DEATHS OF CHILDREN (N=74),NATURAL DEATHS OF CHILDREN (N=74),NATURAL DEATHS OF CHILDREN (N=74),,,,,
The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under,The less than 1 year old age group comprised 68.9 percent of all the natural deaths of children that fell under
the OCME’s jurisdiction.,,,,,,,
,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23,The number of SIDS cases stayed relatively stable from 2008 to 2009 with a single case increase to 23
,"Figure 44. Natural Child Deaths by Age Group by Gender, 2009","Figure 44. Natural Child Deaths by Age Group by Gender, 2009","Figure 44. Natural Child Deaths by Age Group by Gender, 2009","Figure 44. Natural Child Deaths by Age Group by Gender, 2009","Figure 44. Natural Child Deaths by Age Group by Gender, 2009","Figure 44. Natural Child Deaths by Age Group by Gender, 2009",
,,30,,,,,
,,30,,,,,
,,25,,,,Male,
,,,,,,Female,
,,,,,,Unknown,
,,20,,,,,
,,20,,,,,
,,15,,,,,
,,10,,,,,
,,6,6,,,,
,,5,,,,4,
,,,2,2,,2,
,,1,,1,,,
,,,0,0,0,0,0
,,0,,,,,
,,"
    ",1-4,5-9,10-14,15-17,
,,,Age Group (yrs),,,,
,"Figure 45. Natural Child Deaths by Race/Ethnicity, 2009","Figure 45. Natural Child Deaths by Race/Ethnicity, 2009","Figure 45. Natural Child Deaths by Race/Ethnicity, 2009","Figure 45. Natural Child Deaths by Race/Ethnicity, 2009","Figure 45. Natural Child Deaths by Race/Ethnicity, 2009",,
,,,,Asian,,,
,,,,2%,,,
,White,,,,,,
,43%,,,,,,
,,,,,,Black,
,,,,,,47%,
,,Hispanic,,,,,
,,8%,,,,,
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
