Name: “Table 1 of 1 on page 71 of 168”,Name: “Table 1 of 1 on page 71 of 168”,Name: “Table 1 of 1 on page 71 of 168”,Name: “Table 1 of 1 on page 71 of 168”,Name: “Table 1 of 1 on page 71 of 168”,Name: “Table 1 of 1 on page 71 of 168”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,
,,,,,P a g e | 69
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Warren,3,12,8,6,29
Washington,6,10,11,13,40
Waynesboro,6,3,3,4,16
Westmoreland,4,2,4,2,12
Williamsburg,10,2,1,1,14
Winchester,6,1,7,2,16
Wise,9,13,8,4,34
Wythe,4,4,8,5,21
York,3,8,11,6,28
Total in State,882,900,945,969,3696
Out of State,2,6,3,4,15
Unknown,0,0,1,1,2
TOTAL,884,906,949,974,3713
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,February 2011
