Name: “Table 1 of 1 on page 79 of 168”,Name: “Table 1 of 1 on page 79 of 168”,Name: “Table 1 of 1 on page 79 of 168”,Name: “Table 1 of 1 on page 79 of 168”,Name: “Table 1 of 1 on page 79 of 168”,Name: “Table 1 of 1 on page 79 of 168”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,
,,,,,P a g e | 77
"Table 22. Homicide Deaths by City/County of Injury, 2006-2009","Table 22. Homicide Deaths by City/County of Injury, 2006-2009","Table 22. Homicide Deaths by City/County of Injury, 2006-2009","Table 22. Homicide Deaths by City/County of Injury, 2006-2009","Table 22. Homicide Deaths by City/County of Injury, 2006-2009",
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,2009,Total
Accomack,5,6,2,2,15
Albemarle,1,1,2,1,5
Alexandria,4,7,4,5,20
Alleghany,0,3,1,0,4
Amelia,0,0,0,0,0
Amherst,0,1,1,0,2
Appomattox,0,2,1,0,3
Arlington,3,2,4,2,11
Augusta,3,1,0,2,6
Bath,0,0,0,2,2
Bedford City,0,0,1,0,1
Bedford,1,2,0,0,3
Bland,0,0,0,1,1
Botetourt,0,1,0,1,2
Bristol,4,0,0,0,4
Brunswick,3,1,2,1,7
Buchanan,1,0,2,6,9
Buckingham,1,2,0,0,3
Buena Vista,0,0,0,0,0
Campbell,2,2,2,5,11
Caroline,5,4,0,0,9
Carroll,1,4,1,1,7
Charles City,0,0,1,0,1
Charlotte,0,0,2,1,3
Charlottesville,5,3,5,0,13
Chesapeake,7,15,12,17,51
Chesterfield,5,9,12,4,30
Clarke,0,0,1,1,2
Colonial Heights,0,0,0,0,0
Covington,0,0,0,0,0
Craig,0,0,1,0,1
Culpeper,1,1,0,0,2
Cumberland,0,2,0,2,4
Danville,5,6,10,8,29
Dickenson,0,1,1,1,3
Dinwiddie,5,1,1,1,8
Emporia,1,2,1,0,4
Essex,0,0,0,0,0
Fairfax City,1,1,1,0,3
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,February 2011
