Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”,Name: “Table 1 of 1 on page 78 of 178”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,
,,,,,,,P a g e,| 76
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Mathews,1,0,2,0,1,2,6,
Mecklenburg,4,6,7,5,8,4,34,
Middlesex,0,1,1,5,1,3,11,
Montgomery,11,22,8,5,9,14,69,
Nelson,2,1,3,4,4,3,17,
New Kent,3,3,2,3,1,6,18,
Newport News,11,15,18,14,20,23,101,
Norfolk,27,34,29,22,29,28,169,
Northampton,0,4,1,0,1,5,11,
Northumberland,1,3,2,0,4,3,13,
Norton,0,0,2,1,,1,4,
Nottoway,1,0,4,4,3,3,15,
Orange,6,4,5,2,4,5,26,
Page,6,5,7,3,4,8,33,
Patrick,3,4,4,4,7,4,26,
Petersburg,1,4,7,3,4,3,22,
Pittsylvania,13,9,6,13,9,9,59,
Poquoson,1,1,1,0,0,0,3,
Portsmouth,8,14,10,11,16,8,67,
Powhatan,5,2,4,2,8,6,27,
Prince Edward,3,3,1,5,3,3,18,
Prince George,6,7,7,7,5,4,36,
Prince William,32,29,35,41,42,28,207,
Pulaski,11,10,2,6,9,9,47,
Radford,1,0,2,0,2,1,6,
Rappahannock,0,4,3,1,3,2,13,
Richmond City,32,25,22,35,21,33,168,
Richmond,1,1,4,0,2,1,9,
Roanoke City,10,15,19,13,18,19,94,
Roanoke,11,7,19,9,20,14,80,
Rockbridge,5,4,6,5,5,6,31,
Rockingham,9,10,9,4,12,10,54,
Russell,5,4,10,7,5,6,37,
Salem,4,7,5,0,2,6,24,
Scott,3,12,5,4,5,6,35,
Shenandoah,7,5,8,8,5,9,42,
Smyth,3,11,5,3,3,6,31,
Southampton,4,1,4,3,4,2,18,
Spotsylvania,13,18,17,10,22,11,91,
Stafford,6,14,15,15,5,9,64,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
