Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”,Name: “Table 1 of 1 on page 77 of 178”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,
,,,,,,,P a g e,| 75
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Fairfax City,2,2,1,6,4,2,17,
Fairfax,85,86,88,104,87,90,540,
Falls Church,0,1,3,0,1,0,5,
Fauquier,7,4,8,9,14,14,56,
Floyd,2,2,1,3,4,4,16,
Fluvanna,2,3,4,2,2,3,16,
Franklin City,0,0,0,0,1,0,1,
Franklin,5,8,6,7,3,10,39,
Frederick,9,7,7,8,8,14,53,
Fredericksburg,6,4,5,2,4,5,26,
Galax,1,1,2,1,3,3,11,
Giles,2,3,3,5,3,4,20,
Gloucester,7,6,9,4,8,13,47,
Goochland,2,5,2,4,2,0,15,
Grayson,3,2,5,2,2,8,22,
Greene,4,2,2,3,4,3,18,
Greensville,2,0,0,2,2,4,10,
Halifax,8,4,4,5,5,4,30,
Hampton,13,16,18,16,9,7,79,
Hanover,12,15,17,11,6,15,76,
Harrisonburg,2,4,4,6,6,2,24,
Henrico,37,26,25,39,30,42,199,
Henry,11,12,19,13,16,10,81,
Highland,0,0,0,0,1,1,2,
Hopewell,1,1,2,3,3,2,12,
Isle of Wight,5,1,0,3,2,4,15,
James City,5,4,9,7,9,6,40,
King and Queen,2,4,2,1,1,1,11,
King George,3,2,2,3,6,3,19,
King William,1,1,1,4,0,2,9,
Lancaster,0,3,4,1,2,2,12,
Lee,5,4,7,5,2,5,28,
Lexington,0,1,0,0,0,0,1,
Loudoun,20,23,13,24,20,35,135,
Louisa,5,8,2,5,9,7,36,
Lunenburg,6,1,1,3,1,2,14,
Lynchburg,8,6,13,5,9,10,51,
Madison,2,4,3,1,3,1,14,
Manassas,2,3,9,3,1,5,23,
Martinsville,0,4,0,1,1,4,10,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
