Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”,Name: “Table 1 of 1 on page 73 of 178”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,
,,,,,P a g e,| 71
"Table 17. Suicide Deaths & Rates by City/County of Residence, 2011","Table 17. Suicide Deaths & Rates by City/County of Residence, 2011","Table 17. Suicide Deaths & Rates by City/County of Residence, 2011","Table 17. Suicide Deaths & Rates by City/County of Residence, 2011",,,
City/County of Residence,Total,Rate,City/County of Residence,Total,Rate,
Accomack,5,15.0,Falls Church,0,0.0,
Albemarle,12,11.9,Fauquier,12,18.2,
Alexandria,16,11.1,Floyd,1,6.5,
Alleghany,6,37.1,Fluvanna,4,15.3,
Amelia,2,15.6,Franklin City,0,0.0,
Amherst,4,12.4,Franklin,9,16.0,
Appomattox,2,13.3,Frederick,13,16.3,
Arlington,14,6.5,Fredericksburg,4,15.6,
Augusta,12,16.3,Galax,5,71.6,
Bath,2,42.9,Giles,5,29.2,
Bedford City,0,0.0,Gloucester,13,35.2,
Bedford,11,15.9,Goochland,2,9.1,
Bland,1,14.7,Grayson,7,45.7,
Botetourt,5,15.2,Greene,5,26.8,
Bristol,3,16.9,Greensville,3,24.8,
Brunswick,1,5.8,Halifax,4,11.1,
Buchanan,1,4.2,Hampton,8,5.9,
Buckingham,2,11.6,Hanover,13,13.0,
Buena Vista,0,0.0,Harrisonburg,1,2.0,
Campbell,10,18.2,Henrico,37,11.9,
Caroline,4,13.9,Henry,12,22.3,
Carroll,6,20.0,Highland,1,44.1,
Charles City,4,55.2,Hopewell,2,8.9,
Charlotte,3,24.0,Isle of Wight,5,14.1,
Charlottesville,0,0.0,James City,9,13.2,
Chesapeake,27,12.0,King and Queen,1,14.3,
Chesterfield,39,12.2,King George,3,12.4,
Clarke,5,35.1,King William,2,12.5,
Colonial Heights,1,5.7,Lancaster,2,17.7,
Covington,1,16.8,Lee,5,19.9,
Craig,2,39.2,Lexington,0,0.0,
Culpeper,7,14.7,Loudoun,37,11.4,
Cumberland,3,30.1,Louisa,7,21.0,
Danville,5,11.7,Lunenburg,2,15.5,
Dickenson,6,38.1,Lynchburg,9,11.8,
Dinwiddie,3,10.7,Madison,1,7.6,
Emporia,0,0.0,Manassas,3,7.6,
Essex,2,17.8,Martinsville,3,22.1,
Fairfax City,2,8.9,Mathews,2,22.3,
Fairfax,88,8.0,Mecklenburg,4,12.3,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
