Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”,Name: “Table 1 of 1 on page 42 of 178”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,
,,,,,,P a g e,| 40
,,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total,
Martinsville,7,2,9,4,1,23,
Mathews,2,0,3,2,0,7,
Mecklenburg,13,1,19,4,0,37,
Middlesex,1,1,4,3,0,9,
Montgomery,28,1,17,14,2,62,
Nelson,9,1,5,3,0,18,
New Kent,11,0,0,6,0,17,
Newport News,45,18,53,23,9,148,
Norfolk,73,29,74,28,4,208,
Northampton,3,0,9,5,0,17,
Northumberland,9,0,5,3,1,18,
Norton,0,0,3,1,0,4,
Nottoway,7,0,8,3,1,19,
Orange,16,0,4,5,1,26,
Page,14,0,5,8,1,28,
Patrick,5,0,2,4,0,11,
Petersburg,3,7,20,3,1,34,
Pittsylvania,27,5,16,9,0,57,
Poquoson,2,0,0,0,0,2,
Portsmouth,28,12,43,8,10,101,
Powhatan,7,3,23,6,0,39,
Prince Edward,4,1,4,3,0,12,
Prince George,11,1,7,4,0,23,
Prince William,82,6,46,28,7,169,
Pulaski,19,0,13,9,0,41,
Radford,3,1,1,1,0,6,
Rappahannock,4,0,2,2,0,8,
Richmond City,88,42,86,33,5,254,
Richmond,4,0,3,1,0,8,
Roanoke City,39,9,24,19,7,98,
Roanoke,26,1,19,14,2,62,
Rockbridge,10,1,12,6,0,29,
Rockingham,16,1,5,10,1,33,
Russell,20,3,11,6,2,42,
Salem,4,0,1,6,1,12,
Scott,8,1,6,6,0,21,
Shenandoah,15,0,11,9,1,36,
Smyth,10,3,13,6,1,33,
Southampton,6,0,19,2,0,27,
Spotsylvania,36,3,16,11,1,67,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
