Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”,Name: “Table 1 of 1 on page 148 of 178”
Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148
,,,,,,
,,,,,P a g e,| 146
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate,
Mathews,1,11.2,Rockbridge,2,8.9,
Mecklenburg,3,9.2,Rockingham,5,6.5,
Middlesex,1,9.2,Russell,14,48.7,
Montgomery,13,13.8,Salem,4,16.0,
Nelson,1,6.6,Scott,4,17.3,
New Kent,0,0.0,Shenandoah,6,14.2,
Newport News,14,7.8,Smyth,5,15.6,
Norfolk,33,13.6,Southampton,0,0.0,
Northampton,0,0.0,Spotsylvania,11,8.8,
Northumberland,0,0.0,Stafford,6,4.5,
Norton,1,24.7,Staunton,4,16.8,
Nottoway,2,12.6,Suffolk,6,7.1,
Orange,4,11.8,Surry,0,0.0,
Page,9,37.6,Sussex,1,8.3,
Patrick,1,5.4,Tazewell,22,49.2,
Petersburg,1,3.1,Virginia Beach,38,8.6,
Pittsylvania,6,9.5,Warren,6,15.9,
Poquoson,1,8.3,Washington,13,23.7,
Portsmouth,14,14.6,Waynesboro,2,9.4,
Powhatan,2,7.1,Westmoreland,1,5.7,
Prince Edward,1,4.3,Williamsburg,1,6.9,
Prince George,2,5.5,Winchester,6,22.6,
Prince William,29,6.7,Wise,13,31.3,
Pulaski,10,28.9,Wythe,4,13.7,
Radford,1,6.1,York,5,7.6,
Rappahannock,2,26.9,Total in State,776,9.6,
Richmond City,34,16.5,Out of State,42,ND*,
Richmond,0,0.0,TOTAL,818,ND,
Roanoke City,16,16.5,*ND-No denominator,,,
Roanoke,8,8.6,,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
