Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”,Name: “Table 1 of 1 on page 64 of 178”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,
,,,,,,,P a g e,| 62
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Manassas,8,8,6,12,4,6,44,
Martinsville,8,3,8,6,7,7,39,
Mathews,8,4,1,4,2,2,21,
Mecklenburg,18,17,11,16,10,13,85,
Middlesex,3,7,6,6,6,1,29,
Montgomery,15,24,27,24,30,28,148,
Nelson,6,12,6,11,6,9,50,
New Kent,15,6,7,8,12,11,59,
Newport News,52,36,36,53,40,45,262,
Norfolk,59,79,59,67,49,73,386,
Northampton,6,8,10,9,5,3,41,
Northumberland,2,3,8,4,6,9,32,
Norton,3,0,1,1,2,0,7,
Nottoway,6,8,3,14,6,7,44,
Orange,6,14,13,10,14,16,73,
Page,4,10,4,7,8,14,47,
Patrick,5,7,11,8,8,5,44,
Petersburg,16,22,14,14,13,3,82,
Pittsylvania,28,30,37,29,25,27,176,
Poquoson,5,1,1,3,1,2,13,
Portsmouth,29,20,18,29,23,28,147,
Powhatan,14,6,7,5,3,7,42,
Prince Edward,9,16,5,14,11,4,59,
Prince George,9,12,12,10,12,11,66,
Prince William,69,57,65,64,75,82,412,
Pulaski,16,23,19,15,19,19,111,
Radford,2,5,9,3,8,3,30,
Rappahannock,0,4,2,3,6,4,19,
Richmond City,127,132,85,69,66,88,567,
Richmond,2,2,6,2,4,4,20,
Roanoke City,37,30,32,41,36,39,215,
Roanoke,27,22,23,19,17,26,134,
Rockbridge,12,14,10,13,7,10,66,
Rockingham,30,21,19,16,18,16,120,
Russell,19,19,15,11,16,20,100,
Salem,13,7,8,8,8,4,48,
Scott,6,8,10,9,5,8,46,
Shenandoah,14,5,24,13,12,15,83,
Smyth,13,10,11,7,12,10,63,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
