Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”,Name: “Table 1 of 1 on page 127 of 178”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,
,,,,,P a g e,| 125
"Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011","Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011","Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011","Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011","Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011","Table 32. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2011",
,,,Ethanol Presence,,,
,,No,0.01-0.07%,≥0.08%,,
Status of Decedent,Vehicle,Ethanol,W/V,W/V,Total,
,Aircraft,6,0,0,6,
,All terrain vehicle,10,1,3,14,
,Bicycle,11,0,2,13,
,Boat,0,0,1,1,
,Car,176,18,75,269,
,Farm equipment,8,1,0,9,
,Lawnmower,2,0,0,2,
,Mo-ped,8,0,0,8,
Driver,Motorcycle,72,7,21,100,
,Multiple,1,0,0,1,
,Pickup Truck,47,1,18,66,
,Sport Utility Vehicle,34,3,28,65,
,Tractor Trailer,12,0,0,12,
,Truck other,7,0,0,7,
,Unknown,1,1,0,2,
,Van,6,0,5,11,
,Subtotal,401,32,153,586,
,Aircraft,1,0,0,1,
,Car,41,2,9,52,
,Pickup Truck,11,2,6,19,
Passenger-Front,,,,,,
,Sport Utility Vehicle,11,0,4,15,
,Van,4,0,0,4,
,Subtotal,68,4,19,91,
,Car,20,3,3,26,
,Motorcycle,1,0,1,2,
,Pickup Truck,2,0,0,2,
Passenger-Rear,,,,,,
,Sport Utility Vehicle,7,1,2,10,
,Van,3,0,0,3,
,Subtotal,33,4,6,43,
,Aircraft,1,0,0,1,
,Bus,4,0,0,4,
,Car,5,1,1,7,
Passenger-Cargo,Motorcycle,1,0,0,1,
,Sport Utility Vehicle,2,2,1,5,
,Van,2,0,0,2,
,Subtotal,15,3,2,20,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
