Name: “Table 1 of 1 on page 114 of 178”,Name: “Table 1 of 1 on page 114 of 178”,Name: “Table 1 of 1 on page 114 of 178”,Name: “Table 1 of 1 on page 114 of 178”,Name: “Table 1 of 1 on page 114 of 178”
Table: 114,Table: 114,Table: 114,Table: 114,Table: 114
,,,,
,,,P a g e,| 112
"Table 28. Child Suicide Deaths by Method of Death, 2011","Table 28. Child Suicide Deaths by Method of Death, 2011","Table 28. Child Suicide Deaths by Method of Death, 2011",,
Method of Death,,Total Cases,Autopsied,
Asphyxia,,,,
Drowning,,1,1,
Hanging,,11,2,
Plastic bag,,2,0,
Drug Use,,,,
"Ingested and/or injected illicit, prescription,","Ingested and/or injected illicit, prescription,",,,
,,2,2,
and/or other type of drug,and/or other type of drug,,,
Motor Vehicle,,,,
Sport Utility Vehicle,Sport Utility Vehicle,1,0,
Traumatic Injury,,,,
Gunshot Wound,,13,13,
Handgun,,(6),(6),
Rifle,,(2),(2),
Shotgun,,(5),(5),
Total,,30,18,
Virginia Department of Health,Office of the Chief Medical Examiner,,,December 2012
