Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”,Name: “Table 1 of 1 on page 25 of 178”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,
,,,,,,,,P a g e,| 23
,"Table 1. Total Cases by OCME District by Manner, 2011","Table 1. Total Cases by OCME District by Manner, 2011","Table 1. Total Cases by OCME District by Manner, 2011","Table 1. Total Cases by OCME District by Manner, 2011","Table 1. Total Cases by OCME District by Manner, 2011","Table 1. Total Cases by OCME District by Manner, 2011",,,
,,,OCME District,OCME District,OCME District,,,,
Manner,Central,Central,Northern,Tidewater,Tidewater,Western,,Total,
Accident,667,,555,,467,652,,2341,
Homicide,116,,38,,113,78,,345,
Natural,520,,384,,424,428,,1756,
Suicide,297,,271,,207,292,,1067,
Undetermined,26,,39,,52,44,,161,
Total,1626,,1287,,1263,1494,,5670,
,"Table 2. Total Cases by Autopsy Status by OCME District, 2011","Table 2. Total Cases by Autopsy Status by OCME District, 2011","Table 2. Total Cases by Autopsy Status by OCME District, 2011","Table 2. Total Cases by Autopsy Status by OCME District, 2011","Table 2. Total Cases by Autopsy Status by OCME District, 2011","Table 2. Total Cases by Autopsy Status by OCME District, 2011",,,
,,,Autopsy Performed,Autopsy Performed,Autopsy Performed,,,,
,OCME District,OCME District,Yes,,No,Total,,,
,Central,,837,789,789,1626,,,
,Northern,,700,587,587,1287,,,
,Tidewater,,633,630,630,1263,,,
,Western,,907,587,587,1494,,,
,Total,,3077,2593,2593,5670,,,
,"Table 3. Total Cases by Manner by Autopsy Status, 2011","Table 3. Total Cases by Manner by Autopsy Status, 2011","Table 3. Total Cases by Manner by Autopsy Status, 2011","Table 3. Total Cases by Manner by Autopsy Status, 2011","Table 3. Total Cases by Manner by Autopsy Status, 2011","Table 3. Total Cases by Manner by Autopsy Status, 2011",,,
,,,Manner of Death,Manner of Death,Manner of Death,,,,
Autopsy,Accident,Homicide,Natural,Natural,Suicide,Undetermined,,Total,
Yes,962,344,805,,817,149,,3077,
No,1379,1,951,,250,12,,2593,
%Yes,41.1%,99.7%,45.8%,45.8%,76.6%,92.5%,54.3%,,
Total,2341,345,1756,1756,1067,161,,5670,
,"Table 4. Total Cases by Race/Ethnicity, 2011","Table 4. Total Cases by Race/Ethnicity, 2011","Table 4. Total Cases by Race/Ethnicity, 2011","Table 4. Total Cases by Race/Ethnicity, 2011","Table 4. Total Cases by Race/Ethnicity, 2011",,,,
,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Cases,Percent,,,,
,Asian,Asian,,122,2.2%,,,,
,Black,,,1183,20.9%,,,,
,Hispanic,Hispanic,,165,2.9%,,,,
,Native American,Native American,Native American,7,0.1%,,,,
,Other,Other,,3,0.1%,,,,
,Unknown,Unknown,,4,0.1%,,,,
,White,White,,4186,73.8%,,,,
,Total,,,5670,100%,,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
