Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”,Name: “Table 1 of 1 on page 46 of 178”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,
,,,,,,P a g e,| 44
,Accident,Homicide,Natural,Suicide,Undetermined,,
County/City of Death,Total,Total,Total,Total,Total,Total,
Fairfax City,2,0,3,2,0,7,
Fairfax,268,16,137,100,11,532,
Falls Church,4,0,0,0,0,4,
Fauquier,26,1,14,12,0,53,
Floyd,5,1,1,4,1,12,
Fluvanna,3,0,6,3,0,12,
Franklin City,0,0,5,0,0,5,
Franklin,28,2,11,8,1,50,
Frederick,15,1,15,11,3,45,
Fredericksburg,43,3,17,10,0,73,
Galax,4,0,4,3,0,11,
Giles,4,0,4,4,1,13,
Gloucester,9,2,7,12,2,32,
Goochland,4,0,2,0,0,6,
Grayson,3,0,4,7,0,14,
Greene,1,3,3,2,0,9,
Greensville,2,2,13,3,0,20,
Halifax,17,2,10,4,0,33,
Hampton,29,3,28,6,6,72,
Hanover,28,2,6,15,0,51,
Harrisonburg,5,2,5,1,1,14,
Henrico,48,9,35,35,1,128,
Henry,20,4,9,8,1,42,
Highland,1,0,0,1,0,2,
Hopewell,9,1,8,3,0,21,
Isle of Wight,4,1,4,2,0,11,
James City,12,1,13,4,0,30,
King and Queen,1,0,0,1,0,2,
King George,6,0,2,3,0,11,
King William,5,0,0,2,0,7,
Lancaster,9,1,3,2,0,15,
Lee,15,4,7,5,1,32,
Lexington,1,0,2,1,0,4,
Loudoun,25,2,28,34,3,92,
Louisa,7,0,9,6,2,24,
Lunenburg,1,0,5,2,0,8,
Lynchburg,40,5,32,13,4,94,
Madison,4,3,2,1,0,10,
Manassas,11,3,8,7,2,31,
Martinsville,13,3,14,5,1,36,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
