Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”,Name: “Table 1 of 1 on page 43 of 178”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,
,,,,,,P a g e,| 41
,,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total,
Stafford,23,2,20,9,0,54,
Staunton,8,1,7,4,0,20,
Suffolk,26,3,19,14,4,66,
Surry,2,0,3,0,0,5,
Sussex,5,0,6,1,1,13,
Tazewell,30,0,15,6,4,55,
Virginia Beach,112,17,68,65,13,275,
Warren,23,0,7,7,0,37,
Washington,28,3,17,10,2,60,
Waynesboro,3,0,6,3,0,12,
Westmoreland,10,0,7,5,0,22,
Williamsburg,9,1,8,6,1,25,
Winchester,7,0,12,5,1,25,
Wise,23,1,9,9,2,44,
Wythe,9,1,6,7,1,24,
York,17,2,15,15,1,50,
Total for In-State,2274,334,1742,1058,148,5556,
Out of State,54,5,13,9,4,85,
Unknown,13,6,1,0,9,29,
Total for Non-Residents,67,11,14,9,13,114,
TOTAL,2341,345,1756,1067,161,5670,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
