Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”,Name: “Table 1 of 1 on page 155 of 178”
Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155
,,,,,,
,,,,,P a g e,| 153
"Table 47. FHMO Deaths & Rates by City/County of Residence, 2011","Table 47. FHMO Deaths & Rates by City/County of Residence, 2011","Table 47. FHMO Deaths & Rates by City/County of Residence, 2011","Table 47. FHMO Deaths & Rates by City/County of Residence, 2011",,,
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate,Rate
Accomack,1,3.0,Fairfax City,0,0.0,0.0
Albemarle,2,2.0,Fairfax,21,1.9,1.9
Alexandria,6,4.2,Falls Church,0,0.0,0.0
Alleghany,0,0.0,Fauquier,7,10.6,10.6
Amelia,0,0.0,Floyd,1,6.5,6.5
Amherst,1,3.1,Fluvanna,0,0.0,0.0
Appomattox,0,0.0,Franklin City,0,0.0,0.0
Arlington,4,1.9,Franklin,4,7.1,7.1
Augusta,6,8.2,Frederick,2,2.5,2.5
Bath,0,0.0,Fredericksburg,1,3.9,3.9
Bedford City,0,0.0,Galax,1,14.3,14.3
Bedford,4,5.8,Giles,2,11.7,11.7
Bland,2,29.3,Gloucester,1,2.7,2.7
Botetourt,1,3.0,Goochland,1,4.6,4.6
Bristol,3,16.9,Grayson,1,6.5,6.5
Brunswick,0,0.0,Greene,2,10.7,10.7
Buchanan,6,25.4,Greensville,0,0.0,0.0
Buckingham,0,0.0,Halifax,1,2.8,2.8
Buena Vista,0,0.0,Hampton,7,5.1,5.1
Campbell,1,1.8,Hanover,2,2.0,2.0
Caroline,1,3.5,Harrisonburg,1,2.0,2.0
Carroll,0,0.0,Henrico,16,5.2,5.2
Charles City,1,13.8,Henry,5,9.3,9.3
Charlotte,0,0.0,Highland,0,0.0,0.0
Charlottesville,0,0.0,Hopewell,0,0.0,0.0
Chesapeake,8,3.6,Isle of Wight,0,0.0,0.0
Chesterfield,9,2.8,James City,3,4.4,4.4
Clarke,0,0.0,King and Queen,0,0.0,0.0
Colonial Heights,1,5.7,King George,3,12.4,12.4
Covington,1,16.8,King William,0,0.0,0.0
Craig,0,0.0,Lancaster,0,0.0,0.0
Culpeper,3,6.3,Lee,4,15.9,15.9
Cumberland,0,0.0,Lexington,0,0.0,0.0
Danville,2,4.7,Loudoun,5,1.5,1.5
Dickenson,7,44.5,Louisa,1,3.0,3.0
Dinwiddie,1,3.6,Lunenburg,0,0.0,0.0
Emporia,0,0.0,Lynchburg,2,2.6,2.6
Essex,0,0.0,Madison,3,22.8,22.8
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
