Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”,Name: “Table 1 of 1 on page 89 of 178”
Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89
,,,,,,
,,,,,P a g e,| 87
County/City of Residency,Total,Rate,County/City of Residency,Total,Rate,
Middlesex,1,9.2,Rockingham,1,1.3,
Montgomery,1,1.1,Russell,2,7.0,
Nelson,1,6.6,Salem,2,8.0,
New Kent,0,0.0,Scott,1,4.3,
Newport News,16,8.9,Shenandoah,0,0.0,
Norfolk,27,11.1,Smyth,3,9.4,
Northampton,0,0.0,Southampton,0,0.0,
Northumberland,0,0.0,Spotsylvania,3,2.4,
Norton,0,0.0,Stafford,2,1.5,
Nottoway,0,0.0,Staunton,0,0.0,
Orange,0,0.0,Suffolk,4,4.7,
Page,0,0.0,Surry,0,0.0,
Patrick,1,5.4,Sussex,0,0.0,
Petersburg,6,18.6,Tazewell,0,0.0,
Pittsylvania,3,4.8,Virginia Beach,16,3.6,
Poquoson,0,0.0,Warren,0,0.0,
Portsmouth,16,16.7,Washington,3,5.5,
Powhatan,2,7.1,Waynesboro,2,9.4,
Prince Edward,1,4.3,Westmoreland,0,0.0,
Prince George,1,2.7,Williamsburg,0,0.0,
Prince William,9,2.1,Winchester,0,0.0,
Pulaski,0,0.0,Wise,1,2.4,
Radford,1,6.1,Wythe,1,3.4,
Rappahannock,0,0.0,York,2,3.0,
Richmond City,36,17.5,Total in State,332,4.1,
Richmond,0,0.0,Out of State,12,ND†,
Roanoke City,6,6.2,Unknown,1,ND,
Roanoke,1,1.1,TOTAL,345,ND,
Rockbridge,0,0.0,† ND- No Denominator,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
