Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”,Name: “Table 1 of 1 on page 170 of 178”
Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170
,,,,,,
,,,,,P a g e,| 168
"Table 55. State Mental Health Deaths by Facility Type by Gender, 2011","Table 55. State Mental Health Deaths by Facility Type by Gender, 2011","Table 55. State Mental Health Deaths by Facility Type by Gender, 2011","Table 55. State Mental Health Deaths by Facility Type by Gender, 2011","Table 55. State Mental Health Deaths by Facility Type by Gender, 2011",,
,,Gender,,,,
State Facility Type,Male,Female,Total,Total,,
Training Centers,21,20,,41,,
All Others,28,11,,39,,
Total,49,31,,80,,
"Table 56. State Mental Health Deaths by Facility Type by Race, 2011","Table 56. State Mental Health Deaths by Facility Type by Race, 2011","Table 56. State Mental Health Deaths by Facility Type by Race, 2011","Table 56. State Mental Health Deaths by Facility Type by Race, 2011","Table 56. State Mental Health Deaths by Facility Type by Race, 2011",,
,Race,,,,,
State Facility Type,Asian,Black,White,Total,,
Training Centers,0,11,30,41,,
All Others,1,9,29,39,,
Total,1,20,59,80,,
"Table 57. State Mental Health Deaths by Cause of Death, 2011","Table 57. State Mental Health Deaths by Cause of Death, 2011","Table 57. State Mental Health Deaths by Cause of Death, 2011","Table 57. State Mental Health Deaths by Cause of Death, 2011","Table 57. State Mental Health Deaths by Cause of Death, 2011",,
Natural Deaths,,,,Total Cases,Autopsied,Autopsied
Pulmonary Diseases/Disorders,,,,30,8,
COPD,,,,1,0,
Emboli,,,,3,2,
Pneumonia,,,,26,6,
Central Nervous System Diseases/Disorders,,,,8,3,
Seizure Disorder,,,,1,1,
Degenerative Disease,,,,4,1,
Other CNS Disease/Disorder,,,,3,1,
Cardiovascular Diseases/Disorders,,,,12,6,
Atherosclerosis,,,,4,1,
Hypertension,,,,4,1,
Atherosclerosis & Hypertension,Atherosclerosis & Hypertension,,,3,3,
Cardiac Dysrhythmia of Undetermined Etiology,Cardiac Dysrhythmia of Undetermined Etiology,Cardiac Dysrhythmia of Undetermined Etiology,,1,1,
Gastrointestinal Diseases/Disorders,,,,12,3,
GI Hemorrhage,,,,2,0,
GI Malignancy,,,,3,1,
Other GI Disease/Disorder,,,,7,2,
Genitourinal Diseases/Disorders,,,,1,0,
Renal Disease,,,,1,0,
Systemic Diseases/Disorders,,,,4,1,
Sepsis,,,,3,0,
Other Systemic Disease/Disorder,Other Systemic Disease/Disorder,,,1,1,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
