Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”,Name: “Table 1 of 1 on page 47 of 178”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,
,,,,,,P a g e,| 45
,Accident,Homicide,Natural,Suicide,Undetermined,,
County/City of Death,Total,Total,Total,Total,Total,Total,
Mathews,1,0,3,2,0,6,
Mecklenburg,11,1,18,4,0,34,
Middlesex,0,1,3,3,0,7,
Montgomery,26,1,18,13,2,60,
Nelson,8,1,4,3,0,16,
New Kent,6,0,0,5,0,11,
Newport News,62,21,56,31,9,179,
Norfolk,137,40,88,40,9,314,
Northampton,3,1,10,4,0,18,
Northumberland,4,0,5,2,0,11,
Norton,4,0,3,1,0,8,
Nottoway,5,0,4,3,1,13,
Orange,10,0,4,5,1,20,
Page,13,0,5,8,1,27,
Patrick,5,0,2,4,0,11,
Petersburg,5,8,37,3,2,55,
Pittsylvania,19,4,9,9,0,41,
Poquoson,1,0,0,0,0,1,
Portsmouth,19,13,44,7,9,92,
Powhatan,4,3,17,6,0,30,
Prince Edward,6,1,3,3,0,13,
Prince George,10,0,4,3,0,17,
Prince William,50,7,40,24,9,130,
Pulaski,14,0,13,8,0,35,
Radford,2,0,1,0,0,3,
Rappahannock,2,0,1,2,0,5,
Richmond City,166,50,112,54,7,389,
Richmond,2,0,1,0,0,3,
Roanoke City,116,15,37,32,12,212,
Roanoke,9,0,11,10,0,30,
Rockbridge,9,1,11,4,0,25,
Rockingham,9,1,5,9,1,25,
Russell,20,2,10,6,2,40,
Salem,6,0,3,7,0,16,
Scott,7,1,4,5,1,18,
Shenandoah,13,0,10,8,1,32,
Smyth,10,2,12,6,1,31,
Southampton,6,0,15,2,0,23,
Spotsylvania,25,2,16,9,1,53,
Stafford,11,2,16,8,0,37,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
