Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”,Name: “Table 1 of 1 on page 41 of 178”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,
,,,,,,P a g e,| 39
,,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total,
Essex,8,1,0,2,0,11,
Fairfax City,7,0,4,2,0,13,
Fairfax,195,12,134,90,10,441,
Falls Church,6,0,0,0,0,6,
Fauquier,33,1,14,14,1,63,
Floyd,10,1,2,4,1,18,
Fluvanna,5,0,11,3,0,19,
Franklin City,0,0,3,0,0,3,
Franklin,33,2,11,10,4,60,
Frederick,29,1,18,14,4,66,
Fredericksburg,12,1,9,5,0,27,
Galax,3,0,2,3,0,8,
Giles,3,1,4,4,1,13,
Gloucester,14,2,7,13,2,38,
Goochland,8,0,6,0,0,14,
Grayson,5,0,5,8,0,18,
Greene,2,3,3,3,0,11,
Greensville,2,2,26,4,0,34,
Halifax,16,2,10,4,0,32,
Hampton,38,8,28,7,7,88,
Hanover,30,2,6,15,0,53,
Harrisonburg,8,2,5,2,0,17,
Henrico,58,13,34,42,2,149,
Henry,31,6,14,10,1,62,
Highland,1,0,0,1,0,2,
Hopewell,6,3,9,2,0,20,
Isle of Wight,7,0,7,4,0,18,
James City,19,2,25,6,0,52,
King and Queen,1,0,0,1,0,2,
King George,8,0,3,3,0,14,
King William,6,1,1,2,0,10,
Lancaster,8,1,2,2,0,13,
Lee,15,4,6,5,1,31,
Lexington,1,0,1,0,0,2,
Loudoun,36,2,30,35,4,107,
Louisa,11,0,9,7,2,29,
Lunenburg,1,0,6,2,0,9,
Lynchburg,21,4,16,10,2,53,
Madison,4,3,2,1,0,10,
Manassas,6,4,2,5,1,18,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
