Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”,Name: “Table 1 of 1 on page 95 of 178”
Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95
,,,,,,,,
,,,,,,,P a g e,| 93
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Madison,0,0,1,0,1,3,5,
Manassas,1,1,4,1,1,4,12,
Martinsville,0,2,2,0,3,2,9,
Mathews,0,0,0,1,0,0,1,
Mecklenburg,0,1,4,1,2,1,9,
Middlesex,1,0,0,0,0,1,2,
Montgomery,3,33,3,7,2,1,49,
Nelson,0,1,0,1,1,1,4,
New Kent,0,0,1,1,0,0,2,
Newport News,20,30,16,24,23,18,131,
Norfolk,34,53,29,50,34,29,229,
Northampton,2,1,0,0,2,0,5,
Northumberland,0,1,0,0,0,0,1,
Norton,0,0,0,0,0,0,0,
Nottoway,0,1,0,1,1,0,3,
Orange,2,1,1,1,1,0,6,
Page,1,0,0,0,1,0,2,
Patrick,0,1,0,0,0,0,1,
Petersburg,10,7,5,11,13,7,53,
Pittsylvania,2,4,3,4,4,5,22,
Poquoson,0,0,0,0,0,0,0,
Portsmouth,18,17,16,18,14,12,95,
Powhatan,0,0,4,1,1,3,9,
Prince Edward,0,1,1,7,0,1,10,
Prince George,0,0,1,3,2,1,7,
Prince William,12,14,11,11,10,6,64,
Pulaski,1,0,2,1,2,0,6,
Radford,1,0,1,0,1,1,4,
Rappahannock,1,0,0,0,1,0,2,
Richmond City,85,61,39,44,44,42,315,
Richmond,0,0,1,0,0,0,1,
Roanoke City,13,8,13,12,8,9,63,
Roanoke,1,2,1,2,6,1,13,
Rockbridge,0,1,1,0,1,1,4,
Rockingham,1,0,1,1,0,1,4,
Russell,2,0,1,1,0,3,7,
Salem,0,0,2,1,1,0,4,
Scott,0,2,1,0,1,1,5,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
