Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”,Name: “Table 1 of 1 on page 63 of 178”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,
,,,,,,,P a g e,| 61
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Essex,4,7,4,7,5,8,35,
Fairfax City,3,4,5,11,5,7,35,
Fairfax,221,157,144,149,152,195,1018,
Falls Church,2,1,0,1,1,6,11,
Fauquier,21,32,26,33,32,33,177,
Floyd,13,10,5,8,5,10,51,
Fluvanna,9,7,14,7,6,5,48,
Franklin City,2,2,1,1,2,0,8,
Franklin,27,22,23,26,21,33,152,
Frederick,24,25,26,31,27,29,162,
Fredericksburg,22,14,15,6,11,12,80,
Galax,0,3,0,0,0,3,6,
Giles,9,5,9,9,10,3,45,
Gloucester,21,10,16,10,20,14,91,
Goochland,6,15,10,14,8,8,61,
Grayson,13,5,2,6,5,5,36,
Greene,4,14,5,4,7,2,36,
Greensville,10,3,2,5,6,2,28,
Halifax,15,22,27,14,20,16,114,
Hampton,31,28,28,25,35,38,185,
Hanover,21,27,26,13,18,30,135,
Harrisonburg,11,1,3,5,4,8,32,
Henrico,89,66,76,73,70,58,432,
Henry,34,15,34,22,26,31,162,
Highland,1,2,2,2,2,1,10,
Hopewell,5,8,6,7,7,6,39,
Isle of Wight,16,16,15,12,13,7,79,
James City,17,8,24,16,13,19,97,
King and Queen,5,7,5,8,2,1,28,
King George,5,7,8,10,2,8,40,
King William,3,7,5,9,2,6,32,
Lancaster,9,9,6,2,2,8,36,
Lee,11,16,10,13,8,15,73,
Lexington,3,2,1,2,4,1,13,
Loudoun,23,37,27,29,32,36,184,
Louisa,16,24,17,21,14,11,103,
Lunenburg,6,11,9,5,2,1,34,
Lynchburg,13,24,24,16,25,21,123,
Madison,3,9,6,3,5,4,30,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
