Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”,Name: “Table 1 of 1 on page 93 of 178”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,
,,,,,,,P a g e,| 91
"Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011","Figure 46. Homicide Deaths by City/County of Injury, 2006-2011",,
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Accomack,5,6,2,2,3,6,24,
Albemarle,1,1,2,1,2,2,9,
Alexandria,4,7,4,5,2,1,23,
Alleghany,0,3,1,0,1,1,6,
Amelia,0,0,0,0,1,0,1,
Amherst,0,1,1,0,0,1,3,
Appomattox,0,2,1,0,8,1,12,
Arlington,3,2,4,2,0,0,11,
Augusta,3,1,0,2,2,2,10,
Bath,0,0,0,2,0,0,2,
Bedford City,0,0,1,0,0,0,1,
Bedford,1,2,0,0,2,1,6,
Bland,0,0,0,1,0,0,1,
Botetourt,0,1,0,1,1,0,3,
Bristol,4,0,0,0,1,1,6,
Brunswick,3,1,2,1,0,1,8,
Buchanan,1,0,2,6,3,6,18,
Buckingham,1,2,0,0,0,1,4,
Buena Vista,0,0,0,0,0,0,0,
Campbell,2,2,2,5,2,1,14,
Caroline,5,4,0,0,0,1,10,
Carroll,1,4,1,1,1,0,8,
Charles City,0,0,1,0,0,0,1,
Charlotte,0,0,2,1,0,1,4,
Charlottesville,5,3,5,0,3,1,17,
Chesapeake,7,15,12,17,14,12,77,
Chesterfield,5,9,12,4,10,10,50,
Clarke,0,0,1,1,0,0,2,
Colonial Heights,0,0,0,0,0,2,2,
Covington,0,0,0,0,1,1,2,
Craig,0,0,1,0,0,0,1,
Culpeper,1,1,0,0,0,3,5,
Cumberland,0,2,0,2,0,0,4,
Danville,5,6,10,8,9,6,44,
Dickenson,0,1,1,1,1,2,6,
Dinwiddie,5,1,1,1,2,1,11,
Emporia,1,2,1,0,1,1,6,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
