Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”,Name: “Table 1 of 1 on page 106 of 178”
Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106
,,,,,,,
,,,,,,P a g e,| 104
NATURAL DEATHS OF CHILDREN (N=63),NATURAL DEATHS OF CHILDREN (N=63),NATURAL DEATHS OF CHILDREN (N=63),NATURAL DEATHS OF CHILDREN (N=63),,,,
The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 69.8% of all the natural deaths of children that fell under the
OCME’s jurisdiction.,OCME’s jurisdiction.,,,,,,
,"SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a","SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a","SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a","SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a","SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a","SIDS was the leading cause of natural deaths with 16 cases, a slight increase from 14 in 2010 but a",
,significant less amount since OCME initiated the SUID classification statewide in 2007,significant less amount since OCME initiated the SUID classification statewide in 2007,significant less amount since OCME initiated the SUID classification statewide in 2007,significant less amount since OCME initiated the SUID classification statewide in 2007,significant less amount since OCME initiated the SUID classification statewide in 2007,,
,,"Figure 55. Natural Child Deaths by Age Group by Gender, 2011","Figure 55. Natural Child Deaths by Age Group by Gender, 2011","Figure 55. Natural Child Deaths by Age Group by Gender, 2011","Figure 55. Natural Child Deaths by Age Group by Gender, 2011",,
,25,24,,,,,
,,,,,,Male,
,,,,,,Female,
,,20,,,,,
,20,,,,,,
,15,,,,,,
,10,,,,,,
,,,8,,,,
,,,7,,,,
,5,,,4,,4,
,,,,2,2,,
,,,,,1,1,
,0,,,,,,
,,"
    ",1-4,5-9,10-14,15-17,
,,,,Age Group (yrs),,,
Virginia Department of Health,Virginia Department of Health,,,Office of the Chief Medical Examiner,,December 2012,December 2012
