Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”,Name: “Table 1 of 1 on page 76 of 178”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,
,,,,,,,P a g e,| 74
"Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011","Table 18. Suicide Deaths by City/County of Injury by Year of Death, 2006-2011",,
,,,Year of Death,Year of Death,,,,
County/City of Injury,2006,2007,2008,2009,2010,2011,Total,
Accomack,4,2,1,4,6,6,23,
Albemarle,2,6,8,13,6,11,46,
Alexandria,12,11,13,14,14,14,78,
Alleghany,3,2,0,4,6,5,20,
Amelia,2,1,1,3,1,4,12,
Amherst,4,6,6,7,7,5,35,
Appomattox,2,0,0,3,3,2,10,
Arlington,14,12,28,10,21,16,101,
Augusta,12,11,13,16,11,14,77,
Bath,1,0,1,0,0,1,3,
Bedford City,1,1,1,2,2,0,7,
Bedford,7,6,9,14,14,13,63,
Bland,2,1,0,3,1,1,8,
Botetourt,3,4,3,5,2,6,23,
Bristol,4,4,1,2,3,3,17,
Brunswick,2,2,1,1,3,1,10,
Buchanan,5,6,7,7,10,1,36,
Buckingham,3,3,5,1,3,2,17,
Buena Vista,0,0,1,1,1,0,3,
Campbell,6,3,7,6,6,10,38,
Caroline,3,6,3,3,5,2,22,
Carroll,6,8,6,10,9,7,46,
Charles City,0,0,2,2,2,3,9,
Charlotte,3,2,1,3,2,3,14,
Charlottesville,11,7,5,4,3,1,31,
Chesapeake,19,20,18,25,26,24,132,
Chesterfield,29,25,32,32,34,40,192,
Clarke,2,1,3,3,3,5,17,
Colonial Heights,1,2,3,1,2,1,10,
Covington,2,2,1,0,0,2,7,
Craig,0,1,2,4,0,2,9,
Culpeper,6,10,2,11,5,7,41,
Cumberland,0,1,2,2,0,3,8,
Danville,7,3,4,8,7,6,35,
Dickenson,2,5,5,8,7,5,32,
Dinwiddie,3,3,1,1,7,3,18,
Emporia,3,0,2,1,1,0,7,
Essex,0,1,3,2,3,2,11,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
