Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”,Name: “Table 1 of 1 on page 128 of 178”
Table: 128,Table: 128,Table: 128,Table: 128,Table: 128,Table: 128,Table: 128
,,,,,,
,,,,,P a g e,| 126
,,,Ethanol Presence,,,
,,No,0.01-0.07%,≥0.08%,,
Status of Decedent,Vehicle,Ethanol,W/V,W/V,Total,
,Boat,0,0,1,1,
,Car,3,0,1,4,
,Farm equipment,1,0,0,1,
,Motorcycle,1,0,0,1,
Passenger-Other,,,,,,
,Pickup Truck,1,0,0,1,
,Sport Utility Vehicle,2,0,1,3,
,Van,2,0,0,2,
,Subtotal,10,0,3,13,
,Bus,1,0,0,1,
,Car,33,2,14,49,
,Farm equipment,2,0,0,2,
,Heavy equipment,2,0,0,2,
,Pickup Truck,9,0,6,15,
,Sport Utility Vehicle,9,1,8,18,
Pedestrian,,,,,,
,Tractor Trailer,3,1,0,4,
,Train,8,0,6,14,
,Truck other,4,0,1,5,
,Unknown,2,0,2,4,
,Van,3,0,0,3,
,Subtotal,76,4,37,117,
,Car,1,1,0,2,
Unknown Status,Unknown,3,0,0,3,
,Subtotal,4,1,0,5,
TOTAL,,607,48,220,875,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
