Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”,Name: “Table 1 of 1 on page 156 of 178”
Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156
,,,,,,
,,,,,P a g e,| 154
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate,Rate
Manassas,3,7.6,Roanoke,5,5.4,5.4
Martinsville,0,0.0,Rockbridge,1,4.5,4.5
Mathews,1,11.2,Rockingham,4,5.2,5.2
Mecklenburg,0,0.0,Russell,11,38.3,38.3
Middlesex,0,0.0,Salem,2,8.0,8.0
Montgomery,8,8.5,Scott,3,13.0,13.0
Nelson,0,0.0,Shenandoah,3,7.1,7.1
New Kent,0,0.0,Smyth,4,12.5,12.5
Newport News,7,3.9,Southampton,0,0.0,0.0
Norfolk,10,4.1,Spotsylvania,6,4.8,4.8
Northampton,0,0.0,Stafford,1,0.8,0.8
Northumberland,0,0.0,Staunton,1,4.2,4.2
Norton,0,0.0,Suffolk,1,1.2,1.2
Nottoway,2,12.6,Surry,0,0.0,0.0
Orange,3,8.8,Sussex,1,8.3,8.3
Page,7,29.2,Tazewell,16,35.8,35.8
Patrick,1,5.4,Virginia Beach,16,3.6,3.6
Petersburg,1,3.1,Warren,4,10.6,10.6
Pittsylvania,5,8.0,Washington,7,12.8,12.8
Poquoson,0,0.0,Waynesboro,1,4.7,4.7
Portsmouth,5,5.2,Westmoreland,1,5.7,5.7
Powhatan,2,7.1,Williamsburg,0,0.0,0.0
Prince Edward,1,4.3,Winchester,3,11.3,11.3
Prince George,2,5.5,Wise,8,19.2,19.2
Prince William,13,3.0,Wythe,4,13.7,13.7
Pulaski,7,20.2,York,3,4.5,4.5
Radford,0,0.0,Total in State,376,4.6,4.6
Rappahannock,2,26.9,Out of State,18,ND*,ND*
Richmond City,14,6.8,TOTAL,394,ND,ND
Richmond,0,0.0,*ND-No denominator,,,
Roanoke City,8,8.3,,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
