Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”,Name: “Table 1 of 1 on page 29 of 178”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,
,,,,,,,P a g e,| 27
,"Table 7. Total Cases by Manner by Gender by Age Group, 2011","Table 7. Total Cases by Manner by Gender by Age Group, 2011","Table 7. Total Cases by Manner by Gender by Age Group, 2011","Table 7. Total Cases by Manner by Gender by Age Group, 2011","Table 7. Total Cases by Manner by Gender by Age Group, 2011","Table 7. Total Cases by Manner by Gender by Age Group, 2011",,
,,,,Manner of Death,Manner of Death,,,
Gender,Age Group,Accident,Homicide,Natural,Suicide,Undetermined,Total,
,"
    ",17,5,24,0,38,84,
,1-4,13,3,7,0,4,27,
,5-9,10,3,2,0,1,16,
,10-14,15,3,1,2,1,22,
,15-19,60,24,8,41,0,133,
,20-24,156,48,25,70,3,302,
,25-34,242,64,71,127,5,509,
Male,,,,,,,,
,35-44,225,43,136,114,6,524,
,45-54,268,32,345,191,10,846,
,55-64,210,19,312,126,8,675,
,65-74,119,3,160,76,5,363,
,75-84,151,7,83,60,1,302,
,85+,86,2,30,21,0,139,
,Unknown,0,1,1,0,1,3,
,Subtotal,1572,257,1205,828,83,3945,
,"
    ",11,6,20,0,32,69,
,1-4,11,4,8,0,3,26,
,5-9,9,1,4,0,1,15,
,10-14,7,0,2,2,0,11,
,15-19,34,5,4,7,0,50,
,20-24,47,9,13,22,0,91,
Female,25-34,82,15,34,30,10,171,
,35-44,101,16,71,45,6,239,
,45-54,115,12,101,59,7,294,
,55-64,66,9,96,43,10,224,
,65-74,68,4,75,25,1,173,
,75-84,91,4,68,4,3,170,
,85+,127,3,55,2,2,189,
,Subtotal,769,88,551,239,75,1722,
Unknown,Unknown,0,0,0,0,3,3,
,Subtotal,0,0,0,0,3,3,
TOTAL,TOTAL,2341,345,1756,1067,161,5670,
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
