Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”,Name: “Table 1 of 1 on page 147 of 178”
Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147
,,,,,,
,,,,,P a g e,| 145
"Table 41. Drug/Poison Deaths by City/County of Residence, 2011","Table 41. Drug/Poison Deaths by City/County of Residence, 2011","Table 41. Drug/Poison Deaths by City/County of Residence, 2011","Table 41. Drug/Poison Deaths by City/County of Residence, 2011","Table 41. Drug/Poison Deaths by City/County of Residence, 2011",,
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate,
Accomack,3,9.0,Fairfax,51,4.6,
Albemarle,4,4.0,Falls Church,2,15.7,
Alexandria,10,6.9,Fauquier,12,18.2,
Alleghany,0,0.0,Floyd,1,6.5,
Amelia,0,0.0,Fluvanna,0,0.0,
Amherst,3,9.3,Franklin City,0,0.0,
Appomattox,1,6.6,Franklin,13,23.0,
Arlington,10,4.6,Frederick,8,10.0,
Augusta,10,13.6,Fredericksburg,3,11.7,
Bath,1,21.5,Galax,2,28.6,
Bedford City,0,0.0,Giles,4,23.4,
Bedford,8,11.6,Gloucester,3,8.1,
Bland,3,44.0,Goochland,1,4.6,
Botetourt,2,6.1,Grayson,4,26.1,
Bristol,4,22.5,Greene,4,21.4,
Brunswick,0,0.0,Greensville,0,0.0,
Buchanan,9,38.2,Halifax,2,5.5,
Buckingham,0,0.0,Hampton,11,8.1,
Buena Vista,1,15.1,Hanover,9,9.0,
Campbell,3,5.5,Harrisonburg,1,2.0,
Caroline,2,7.0,Henrico,38,12.2,
Carroll,0,0.0,Henry,13,24.2,
Charles City,2,27.6,Highland,0,0.0,
Charlotte,1,8.0,Hopewell,3,13.3,
Charlottesville,0,0.0,Isle of Wight,1,2.8,
Chesapeake,16,7.1,James City,6,8.8,
Chesterfield,28,8.7,King and Queen,0,0.0,
Clarke,1,7.0,King George,4,16.6,
Colonial Heights,3,17.2,King William,1,6.3,
Covington,1,16.8,Lancaster,2,17.7,
Craig,0,0.0,Lee,5,19.9,
Culpeper,3,6.3,Lexington,1,14.3,
Cumberland,0,0.0,Loudoun,16,4.9,
Danville,8,18.7,Louisa,2,6.0,
Dickenson,9,57.2,Lunenburg,0,0.0,
Dinwiddie,2,7.2,Lynchburg,3,3.9,
Emporia,0,0.0,Madison,3,22.8,
Essex,2,17.8,Manassas,6,15.3,
Fairfax City,1,4.4,Martinsville,1,7.4,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
