Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”,Name: “Table 1 of 1 on page 159 of 178”
Table: 159,Table: 159,Table: 159,Table: 159,Table: 159,Table: 159,Table: 159
,,,,,,
,,,,,P a g e,| 157
COCAINE & HEROIN DEATHS (N=199),COCAINE & HEROIN DEATHS (N=199),COCAINE & HEROIN DEATHS (N=199),,,,
"Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds","Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds","Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds","Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds","Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds","Cocaine and heroin are not the only illegal drugs used in Virginia; however, they are the main compounds",
"found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is","found in deaths by illegal drugs. Additionally, heroin deaths are typically underestimated because heroin is"
"very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the","very rapidly metabolized into morphine. Therefore, without known heroin history, circumstances, and/or the"
presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and,presence of a specific heroin metabolite; heroin cases may be missed. [NOTE: Cocaine & heroin tables and
figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may,figures represent deaths in which one or both illegal drugs caused death; but other drugs/poisons also may
have caused death.],have caused death.],,,,,
,Approximately 75% of the cases were from males,Approximately 75% of the cases were from males,Approximately 75% of the cases were from males,,,
,Cocaine and/or heroin were involved in 24.3% of all drug/poison cases,Cocaine and/or heroin were involved in 24.3% of all drug/poison cases,Cocaine and/or heroin were involved in 24.3% of all drug/poison cases,Cocaine and/or heroin were involved in 24.3% of all drug/poison cases,,
,The Tidewater and Central OCME districts had the greatest amount of cases (30.2% each),The Tidewater and Central OCME districts had the greatest amount of cases (30.2% each),The Tidewater and Central OCME districts had the greatest amount of cases (30.2% each),The Tidewater and Central OCME districts had the greatest amount of cases (30.2% each),,
,"Table 48. Cocaine & Heroin Combination Deaths, 2011","Table 48. Cocaine & Heroin Combination Deaths, 2011","Table 48. Cocaine & Heroin Combination Deaths, 2011","Table 48. Cocaine & Heroin Combination Deaths, 2011",,
,Cocaine & Heroin Combinations,Cocaine & Heroin Combinations,Cocaine & Heroin Combinations,Total,,
,Cocaine,Cocaine,,90,,
,Heroin,Heroin,,87,,
,Cocaine & Heroin,Cocaine & Heroin,,22,,
,Subtotal,Subtotal,,199,,
,Non-Cocaine or Heroin,Non-Cocaine or Heroin,,,,
,,,,619,,
,Drugs/Poisons,Drugs/Poisons,,,,
,Total,,,818,,
,"Table 49. Cocaine & Heroin Combination Deaths by District, 2011","Table 49. Cocaine & Heroin Combination Deaths by District, 2011","Table 49. Cocaine & Heroin Combination Deaths by District, 2011","Table 49. Cocaine & Heroin Combination Deaths by District, 2011",,
,,,District,District,,
,Drug Combination,Central,Northern,Tidewater,Western,
,Cocaine,21,22,25,22,
,Heroin,31,22,30,4,
,Cocaine & Heroin,8,8,5,1,
,Total,60,52,60,27,
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2012,December 2012
