Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”,Name: “Table 1 of 1 on page 40 of 178”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,
,,,,,,P a g e,| 38
"Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2011",,
,,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total,
Accomack,16,6,9,6,1,38,
Albemarle,34,2,12,11,0,59,
Alexandria,22,1,42,14,2,81,
Alleghany,4,1,2,5,0,12,
Amelia,8,0,4,4,0,16,
Amherst,17,1,26,5,1,50,
Appomattox,5,1,0,2,0,8,
Arlington,24,0,31,16,1,72,
Augusta,27,2,16,14,2,61,
Bath,3,0,2,1,0,6,
Bedford City,2,0,2,0,1,5,
Bedford,24,1,12,13,0,50,
Bland,7,0,0,1,0,8,
Botetourt,19,0,8,6,0,33,
Bristol,5,1,10,3,0,19,
Brunswick,8,1,5,1,0,15,
Buchanan,18,6,16,1,0,41,
Buckingham,5,1,2,2,0,10,
Buena Vista,1,0,3,0,0,4,
Campbell,14,1,11,10,1,37,
Caroline,14,1,8,2,1,26,
Carroll,13,0,9,7,1,30,
Charles City,6,0,3,3,0,12,
Charlotte,9,1,3,3,1,17,
Charlottesville,9,1,7,1,2,20,
Chesapeake,58,12,55,24,0,149,
Chesterfield,74,10,56,40,0,180,
Clarke,4,0,2,5,1,12,
Colonial Heights,3,2,4,1,0,10,
Covington,1,1,0,2,0,4,
Craig,2,0,1,2,0,5,
Culpeper,15,3,12,7,0,37,
Cumberland,3,0,2,3,0,8,
Danville,19,6,26,6,1,58,
Dickenson,13,2,6,5,0,26,
Dinwiddie,8,1,12,3,0,24,
Emporia,3,1,2,0,0,6,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2012,December 2012
