Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Title:  Adults on parole in the United States, 1975-2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, Annual Parole Survey data series (CJ-7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authors:  Lauren Glaze and Thomas Bonczar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov     (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinators:  Lauren Glaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  11/21/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The data presented in this spreadsheet may have been updated from previously published BJS reports; therefore, this data may vary from data available from other BJS sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"See first note below for differences from data which appear in the BJS report ""Probation and Parole in the United States, 2010.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adults on parole in the United States, 1975-2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991/1,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U.S. total/2,3",,"840,676","837,818 ","824,834","821,177","799,875","780,616","771,852","769,925","750,934","732,333","723,898","714,457","696,385","694,787","679,733","679,421","690,371","676,100","658,601","590,442","531,407","456,803","407,596","362,748","326,259","300,203","266,992","246,440","224,604","226,174","222,036","217,697","177,847","173,632","146,999","143,164"
Federal,,"105,552","100,598 ","97,010","91,395","88,993","86,852","89,589","86,567","83,063","78,113","76,069","71,005","67,169","63,512","59,235","51,461","61,430","55,710","39,912","21,555","21,693","21,422","20,451","18,846","17,496","17,064","16,854","16,325","21,273","21,342","23,652","25,930","21,280","23,857","15,408","16,750"
