Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”,Name: “Table 1 of 1 on page 28 of 102”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,
,"Table 8. Total Cases by Locality of Residence, 2004 ~continued","Table 8. Total Cases by Locality of Residence, 2004 ~continued","Table 8. Total Cases by Locality of Residence, 2004 ~continued","Table 8. Total Cases by Locality of Residence, 2004 ~continued","Table 8. Total Cases by Locality of Residence, 2004 ~continued",
,,,Manner of Death,Manner of Death,,
Locality of Residence,Accident,Homicide,Natural,Suicide,Undetermined,Total
GREENSVILLE COUNTY,3,3,12,0,0,18
HALIFAX COUNTY,20,2,7,5,1,35
HAMPTON,34,10,92,12,3,151
HANOVER COUNTY,33,5,22,8,0,68
HARRISONBURG,5,2,11,1,1,20
HENRICO COUNTY,63,27,56,23,1,170
HENRY COUNTY,26,4,10,10,2,52
HIGHLAND COUNTY,1,1,1,2,0,5
HOPEWELL CITY,5,1,7,3,1,17
ISLE OF WIGHT,10,2,9,5,2,28
JAMES CITY COUNTY,9,0,9,6,0,24
KING & QUEEN COUNTY,4,0,3,1,0,8
KING GEORGE COUNTY,2,1,4,2,0,9
KING WILLIAM COUNTY,5,0,1,4,0,10
LANCASTER COUNTY,0,0,6,0,0,6
LEE COUNTY,19,2,10,9,0,40
LEXINGTON,2,0,1,0,0,3
LOUDOUN COUNTY,45,2,34,17,0,98
LOUISA COUNTY,16,0,13,5,0,34
LUNENBURG COUNTY,7,0,2,2,0,11
LYNCHBURG,21,3,15,7,4,50
MADISON COUNTY,7,0,3,1,0,11
MANASSAS CITY,5,2,8,0,0,15
MARTINSVILLE,8,1,7,3,1,20
MATHEWS COUNTY,4,0,1,0,0,5
MECKLENBURG COUNTY,9,2,15,9,1,36
MIDDLESEX COUNTY,7,1,3,2,0,13
MONTGOMERY COUNTY,26,4,8,8,0,46
NELSON COUNTY,9,1,3,1,0,14
NEW KENT COUNTY,6,0,4,4,0,14
NEWPORT NEWS,40,20,70,19,3,152
NORFOLK,62,32,108,22,4,228
NORTHAMPTON COUNTY,9,2,6,4,0,21
NORTHUMBERLAND COUNTY,2,1,2,1,0,6
NORTON,1,0,2,2,0,5
NOTTOWAY COUNTY,5,0,12,4,0,21
ORANGE COUNTY,10,1,7,2,1,21
PAGE COUNTY,12,0,2,2,0,16
PATRICK COUNTY,12,2,1,6,0,21
PETERSBURG CITY,11,3,24,3,1,42
PITTSYLVANIA COUNTY,23,1,22,5,2,53
POQUOSON,2,0,4,0,0,6
PORTSMOUTH,41,11,50,12,1,115
POWHATAN COUNTY,6,0,26,4,0,36
PRINCE EDWARD COUNTY,10,1,2,3,0,16
PRINCE GEORGE COUNTY,9,3,5,9,0,26
PRINCE WILLIAM COUNTY,50,8,54,18,2,132
PULASKI COUNTY,21,0,15,8,0,44
RADFORD,2,1,0,2,0,5
RAPPAHANNOCK COUNTY,2,0,3,2,0,7
RICHMOND CITY,110,81,107,18,7,323
RICHMOND COUNTY,4,0,2,0,0,6
ROANOKE CITY,36,7,39,13,2,97
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,
,,Page 22,,,,
