Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”,Name: “Table 1 of 1 on page 39 of 102”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,
"Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004","Table 11. Accidental Deaths by Locality of Death by Year of Death, 1999-2004"
,,~continued,,,,,
,,,Year of Death,Year of Death,Year of Death,,
Locality of Dea th,1999,2000,2001,2002,2003,200 4,Total
Richmond,3,1,1,2,1,1,9
Roanoke City,74,76,80,98,89,99,516
Roanoke,8,10,10,8,15,10,61
Rockbridge,6,11,2,9,12,13,53
Rockingham,10,9,11,13,19,20,82
Russell,9,11,29,12,29,25,115
Salem,3,10,6,8,10,6,43
Scott,3,10,9,1 2,9,12,55
Shenandoah,6,8,7,12,11,11,55
Smyth,9,10,9,10,11,12,61
Southampton,9,17,12,6,7,12,63
Spotsylvania,13,21,15,8,13,12,82
Stafford,7,7,12,4,12,8,50
Staunton,1,1,3,1,6,2,14
Suffolk,20,21,17,31,14,22,125
Surry,1,5,3,4,1,1,15
Sussex,9,3,7,9,6,3,37
Tazewell,8,9,15,19,20,26,97
Virginia Beach,57,70,73,67,72,76,415
Warren,7,11,5,9,16,19,67
Washington,19,21,9,17,25,26,117
Waynesboro,2,1,3,3,0,3,12
Westmoreland,5,1,9,6,5,3,29
Williamsburg,2,10,16,13,7,9,57
Winchester,16,21,25,29,18,23,132
Wise,7,16,7,11,21,27,89
Wythe,6,15,12,20,6,15,74
York,2,8,12,2,11,5,40
Unknown,1,0,0,0,0,0,1
Out of State,1,1,2,0,2,2,8
TOTAL,1820,1969,2035,2145,2305,2312,12586
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,
,,Page 33,,,,,
