Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”,Name: “Table 1 of 1 on page 52 of 102”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,
"Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003"
,,~continued,~continued,,,,
,,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,2004,Total
Chesapeake,6,9,8,5,4,8,40
Chesterfield,8,6,6,5,7,8,40
Clarke,2,0,0,1,1,1,5
Colonial Heights,1,0,0,0,0,4,5
Covington,0,0,0,1,0,0,1
Craig,0,0,0,1,0,0,1
Culpepper,0,1,3,1,2,0,7
Cumberland,0,2,0,0,0,0,2
Danville,9,10,6,8,5,5,43
Dickenson,0,1,0,2,0,3,6
Dinwiddie,1,1,2,2,2,3,11
Emporia,0,2,2,0,0,1,5
Essex,0,1,3,1,0,1,6
Fairfax City,0,0,0,1,0,0,1
Fairfax,26,21,23,19,15,16,120
Falls Church,1,0,0,0,0,0,1
Fauquier,3,0,3,1,2,0,9
Floyd,0,1,2,0,0,0,3
Fluvanna,0,1,0,0,0,0,1
Franklin,2,2,2,2,3,2,13
Frederick,0,0,0,2,1,2,5
Fredericksburg,4,4,3,1,0,2,14
Galax,4,1,2,0,0,0,7
Giles,0,0,0,1,0,1,2
Gloucester,1,2,1,3,2,1,10
Goochland,0,0,2,0,2,1,5
Grayson,0,0,2,1,0,1,4
Greene,0,0,0,0,4,1,5
Greensville,15,9,3,6,2,4,39
Halifax,2,4,3,8,4,2,23
Hampton,14,8,10,7,12,10,61
Hanover,2,3,1,4,2,3,15
Harrisonburg,1,4,1,0,0,1,7
Henrico,12,8,8,7,19,20,74
Henry,3,2,1,6,2,3,17
Highland,0,0,0,0,1,1,2
Hopewell,5,1,1,3,2,1,13
Isle of Wight,1,1,1,0,0,2,5
James City,0,1,3,0,0,0,4
King & Queen,0,0,3,0,2,0,5
King George,1,1,1,0,0,1,4
King William,1,0,0,1,1,0,3
Lancaster,0,0,3,0,0,0,3
Lee,1,2,2,1,2,2,10
Loudoun,1,1,6,3,1,2,14
Louisa,0,3,1,1,1,0,6
Lunenburg,0,0,0,1,0,0,1
Lynchburg,6,6,5,12,7,5,41
Madison,0,0,0,1,0,0,1
Manassas,2,2,0,1,5,3,13
Martinsville,6,11,8,3,1,1,30
Mecklenburg,3,2,2,3,1,1,12
Montgomery,0,1,0,1,1,1,4
Nelson,0,1,2,0,0,1,4
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,,
,Page 46,Page 46,,,,,
