Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”,Name: “Table 1 of 1 on page 23 of 102”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,
,"Table 7. Total Cases by Locality of Death, 2004","Table 7. Total Cases by Locality of Death, 2004","Table 7. Total Cases by Locality of Death, 2004","Table 7. Total Cases by Locality of Death, 2004",,
,,,Manner of Death,Manner of Death,,
Locality of Death,Accident,Homicide,Natural,Suicide,Undetermined,Total
ACCOMACK,17,1,7,2,1,28
ALBEMARLE COUNTY,37,2,17,16,2,74
ALEXANDRIA C ITY,18,2,43,14,0,77
ALLEGHANY COU NTY,5,2,6,1,0,14
AMELIA COUNTY,4,0,2,3,0,9
AMHERST COUN TY,3,1,21,4,1,30
APPOM ATTOX COUNTY,2,0,3,1,0,6
ARLINGTON,21,2,44,14,0,81
AUGUSTA COUNTY,28,7,16,13,2,66
BATH COUNTY,2,0,5,2,0,9
BEDFORD CITY,0,0,4,0,0,4
BEDFORD COUNTY,18,0,12,5,0,35
BLAND COUNTY,2,0,0,2,0,4
BOTETOURT COUNTY,10,0,3,2,0,15
BRISTOL,4,0,6,3,0,13
BRUNSWICK COUNTY,12,2,3,1,0,18
BUCHANAN COUNTY,21,2,10,8,0,41
BUCKINGHAM COUNTY,6,0,2,1,0,9
BUENA VISTA,1,0,0,2,0,3
CAMPBELL COUNTY,10,2,10,6,0,28
CAROLINE COUNTY,12,1,8,1,0,22
CARROLL COUNTY,9,0,3,8,0,20
CHARLES CITY COUNTY,2,0,2,1,0,5
CHARLOTTE COUNTY,4,0,3,1,0,8
CHARLOTTESVILLE CITY,58,7,20,13,1,99
CHESAPEAKE,37,8,66,19,1,131
CHESTERFIELD COUNTY,48,8,48,27,2,133
CLARKE COUNTY,3,1,1,1,1,7
CLIFTON FORGE,0,0,1,0,0,1
COLONIAL HEIGHTS CITY,1,4,4,1,0,10
COVINGTON,0,0,1,1,0,2
CRAIG COUNTY,0,0,3,0,0,3
CULPEPER COUNTY,15,0,20,7,0,42
CUMBERLAND COUNTY,1,0,4,1,1,7
DANVILLE,25,5,27,6,0,63
DICKENSON COUNTY,10,3,4,3,0,20
DINWIDDIE COUNTY,12,3,8,3,0,26
EMPORIA CITY,4,1,10,1,0,16
ESSEX COUNTY,11,1,8,2,0,22
FAIRFAX CITY,1,0,2,1,0,4
FAIRFAX COUNTY,217,16,141,72,5,451
FALLS CHURCH CITY,0,0,1,1,0,2
FAUQUIER COUNTY,22,0,11,13,2,48
FLOYD COUNTY,4,0,3,3,0,10
FLUVANNA COUNTY,3,0,4,1,0,8
FRANKLIN COUNTY,18,2,9,9,0,38
FREDERICK COUNTY,17,2,13,10,0,42
FREDERICKSBURG CITY,29,2,24,5,0,60
GALAX,2,0,4,1,0,7
GILES COUNTY,6,1,2,3,0,12
GLOUCESTER COUNTY,7,1,10,8,0,26
GOOCHLAND COUNTY,2,1,6,1,0,10
GRAYSON COUNTY,8,1,4,5,0,18
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,
,Page 17,Page 17,,,,
